DOI,Publication Year,Authors,Article Title,Abstract,"Screening(Include=1,Exclude=0,maybe=2)","Full text check(Include=1,Exclude=0)",
10.1145/3272127.3275094,2018,"Wang X., Koch S., Holmqvist K., Alexa M.",Tracking the gaze on objects in 3D: How do people really look at the bunny?,"We provide the first large dataset of human fixations on physical 3D objects presented in varying viewing conditions and made of different materials. Our experimental setup is carefully designed to allow for accurate calibration and measurement. We estimate a mapping from the pair of pupil positions to 3D coordinates in space and register the presented shape with the eye tracking setup. By modeling the fixated positions on 3D shapes as a probability distribution, we analysis the similarities among different conditions. The resulting data indicates that salient features depend on the viewing direction. Stable features across different viewing directions seem to be connected to semantically meaningful parts. We also show that it is possible to estimate the gaze density maps from view dependent data. The dataset provides the necessary ground truth data for computational models of human perception in 3D. © 2018 Association for Computing Machinery.",,,
10.1145/3272127.3275075,2018,"Nagano K., Seo J., Xing J., Wei L., Li Z., Saito S., Agarwal A., Fursund J., Li H.",Pagan: Real-time avatars using dynamic textures,"With the rising interest in personalized VR and gaming experiences comes the need to create high quality 3D avatars that are both low-cost and variegated. Due to this, building dynamic avatars from a single unconstrained input image is becoming a popular application. While previous techniques that attempt this require multiple input images or rely on transferring dynamic facial appearance from a source actor, we are able to do so using only one 2D input image without any form of transfer from a source image. We achieve this using a new conditional Generative Adversarial Network design that allows fine-scale manipulation of any facial input image into a new expression while preserving its identity. Our photoreal avatar GAN (paGAN) can also synthesize the unseen mouth interior and control the eye-gaze direction of the output, as well as produce the final image from a novel viewpoint. The method is even capable of generating fully-controllable temporally stable video sequences, despite not using temporal information during training. After training, we can use our network to produce dynamic image-based avatars that are controllable on mobile devices in real time. To do this, we compute a fixed set of output images that correspond to key blendshapes, from which we extract textures in UV space. Using a subject's expression blendshapes at run-time, we can linearly blend these key textures together to achieve the desired appearance. Furthermore, we can use the mouth interior and eye textures produced by our network to synthesize on-the-fly avatar animations for those regions. Our work produces state-of-the-art quality image and video synthesis, and is the first to our knowledge that is able to generate a dynamically textured avatar with a mouth interior, all from a single image. © 2018 Association for Computing Machinery.",,,
10.1109/CSCI.2017.89,2018,"Anwar S., Milanova M., Svetleff Z., Abdulla S.",Real Time Eye Gaze Estimation,"In this paper we used a set of searching techniques that allow to gain information about eye movement, its location and point of view in real time. The algorithm determines the point on the monitor at which the user is looking at. To obtain such data it is necessary to determine the relative position of the eye and the head. The first step is the initialization during which a head model is created. After initialization, the tracking phase is started using an Active Appearance Models (AAM) and Pose from Orthography and Scaling with ITerations (POSIT) algorithm for head position estimation. The purpose of eye gaze estimation or eye tracking can be used for testing the effectiveness of the text, game, or advertising message. The aim of this work is to develop and implement a system for real time eye gaze estimation using PC's webcam only without any additional hardware. © 2017 IEEE.",,,
10.1145/3283289.3283356,2018,"Ruan L., Chen B., Lam M.-L.",Human-computer interaction by voluntary vergence control,"Most people can voluntarily control vergence eye movements. However, the interaction possibility of using vergence as an active input remain largely unexplored. We present a novel human-computer interaction technique which allows a user to control the depth position of an object based on voluntary vergence of the eyes. Our technique is similar to the mechanism for seeing the intended 3D image of an autostereogram, which requires cross-eyed or walleyed viewing. We invite the user to look at a visual target that is mounted on a linear motor, then consciously control the eye convergence to focus at a point in front of or behind the target. A camera is used to measure the eye convergence and control the motion of the linear motor dynamically based on the measured distance. Our technique can enhance existing eye-tracking methods by providing additional information in the depth dimension, and has great potential for hands-free interaction and assistive applications. © 2018 Copyright held by the owner/author(s).",,,
10.1109/SPAC46244.2018.8965441,2018,"Cha X., Yang X., Feng Z., Xu T., Fan X., Tian J.",Calibration-Free Gaze Zone Estimation Using Convolutional Neural Network,"In this paper we propose a gaze zone estimation method using deep learning. Compared with traditional method, our method does not need the procedure of calibration. In the proposed method, a Kinect is used to capture the video of a computer user, which is pre-processed to suppress illumination variations. After that, haar cascade classifier is adopted to detect the face region and eye region. Then, the eye region is used to estimate the gaze zone on the monitor via a trained CNN (Convolution Neural Network). Experimental results show that the proposed method has a high accuracy, which can be applied in human-computer interaction. © 2018 IEEE.",,,
10.3390/s18124280,2018,"Ghiass R.S., Laurendeau D.",Highly accurate and fully automatic 3D head pose estimation and eye gaze estimation using RGB-3D sensors and 3D morphable models,"This work addresses the problem of automatic head pose estimation and its application in 3D gaze estimation using low quality RGB-D sensors without any subject cooperation or manual intervention. The previous works on 3D head pose estimation using RGB-D sensors require either an offline step for supervised learning or 3D head model construction, which may require manual intervention or subject cooperation for complete head model reconstruction. In this paper, we propose a 3D pose estimator based on low quality depth data, which is not limited by any of the aforementioned steps. Instead, the proposed technique relies on modeling the subject’s face in 3D rather than the complete head, which, in turn, relaxes all of the constraints in the previous works. The proposed method is robust, highly accurate and fully automatic. Moreover, it does not need any offline step. Unlike some of the previous works, the method only uses depth data for pose estimation. The experimental results on the Biwi head pose database confirm the efficiency of our algorithm in handling large pose variations and partial occlusion. We also evaluated the performance of our algorithm on IDIAP database for 3D head pose and eye gaze estimation. © 2018 by the authors. Licensee MDPI, Basel, Switzerland.",,,
10.1007/s10916-018-1108-1,2018,"Lodato C., Ribino P.",A Novel Vision-Enhancing Technology for Low-Vision Impairments,"Ocular disorders such as vitreoretinal pathologies are widespread, especially in older adults. In particular, degenerative diseases of the retina such as macular senile degenerations are on the rise and affect millions of people with hundreds of thousands of new cases each year. These diseases can cause profoundly disabling visual impairments, in some cases severely compromising the central and/or the peripheral vision in one or both eyes. In this paper, we present a novel vision aids technology that allows for correcting or attenuating the perception of visual field defects due to ocular pathologies of diverse origins or traumas by using techniques of 3D visualisation, eye tracking, and image processing. The presented technology is mainly conceived for providing vision aids that can significantly improve the quality of life of people with this kind of visual disorders. As well, it could be employed for supporting the diagnosis of ocular dysfunctions and for monitoring the progression of diseases. The technology shown in this work is protected by an International Application in Patent Cooperation Treaty (PCT). © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",,,
10.1016/j.media.2018.08.007,2018,"Lejeune L., Grossrieder J., Sznitman R.",Iterative multi-path tracking for video and volume segmentation with sparse point supervision,"Recent machine learning strategies for segmentation tasks have shown great ability when trained on large pixel-wise annotated image datasets. It remains a major challenge however to aggregate such datasets, as the time and monetary cost associated with collecting extensive annotations is extremely high. This is particularly the case for generating precise pixel-wise annotations in video and volumetric image data. To this end, this work presents a novel framework to produce pixel-wise segmentations using minimal supervision. Our method relies on 2D point supervision, whereby a single 2D location within an object of interest is provided on each image of the data. Our method then estimates the object appearance in a semi-supervised fashion by learning object-image-specific features and by using these in a semi-supervised learning framework. Our object model is then used in a graph-based optimization problem that takes into account all provided locations and the image data in order to infer the complete pixel-wise segmentation. In practice, we solve this optimally as a tracking problem using a K-shortest path approach. Both the object model and segmentation are then refined iteratively to further improve the final segmentation. We show that by collecting 2D locations using a gaze tracker, our approach can provide state-of-the-art segmentations on a range of objects and image modalities (video and 3D volumes), and that these can then be used to train supervised machine learning classifiers. © 2018 Elsevier B.V.",,,
10.1145/3281505.3281538,2018,"John B., Banerjee A., Raiturkar P., Jain E.",An evaluation of pupillary light response models for 2D screens and VR HMDs,"Pupil diameter changes have been shown to be indicative of user engagement and cognitive load for various tasks and environments. However, it is still not the preferred physiological measure for applied settings. This reluctance to leverage the pupil as an index of user engagement stems from the problem that in scenarios where scene brightness cannot be controlled, the pupil light response confounds the cognitive-emotional response. What if we could predict the light response of an individual’s pupil, thus creating the opportunity to factor it out of the measurement? In this work, we lay the groundwork for this research by evaluating three models of pupillary light response in 2D, and in a virtual reality (VR) environment. Our results show that either a linear or an exponential model can be fit to an individual participant with an easy-to-use calibration procedure. This work opens several new research directions in VR relating to performance analysis and inspires the use of eye tracking beyond gaze as a pointer and foveated rendering. © 2018 Association for Computing Machinery.",,,
10.1109/ICPR.2018.8545162,2018,"Jyoti S., Dhall A.",Automatic Eye Gaze Estimation using Geometric Texture-based Networks,"Eye gaze estimation is an important problem in automatic human behavior understanding. This paper proposes a deep learning based method for inferring the eye gaze direction. The method is based on the use of ensemble of networks, which capture both the geometric and texture information. Firstly, a Deep Neural Network (DNN) is trained using the geometric features that are extracted from the facial landmark locations. Secondly, for the texture based features, three Convolutional Neural Networks (CNN) are trained i.e. For the patch around the left eye, right eye, and the combined eyes, respectively. Finally, the information from the four channels is fused with concatenation and dense layers are trained to predict the final eye gaze. The experiments are performed on the two publicly available datasets: Columbia eye gaze and TabletGaze. The extensive evaluation shows the superior performance of the proposed framework. We also evaluate the performance of the recently proposed swish activation function as compared to Rectified Linear Unit (ReLU) for eye gaze estimation. © 2018 IEEE.",,,
10.1109/ICPR.2018.8545635,2018,"Cao L., Gou C., Wang K., Xiong G., Wang F.-Y.",Gaze-Aided Eye Detection via Appearance Learning,"Image based eye detection and gaze estimation have a wide range of potential applications, such as medical treatment, biometrics recognition, human-computer interaction. Though a large number of researchers have attempted to solve the two problems, they still exist some challenges due to the variation in appearance and lack of annotated images. In addition, most related work perform eye detection first, followed by gaze estimation via appearance learning. In this paper, we propose a unified framework to execute the gaze estimation and the eye detection simultaneously by learning the cascade regression models from appearance around the eye related key points. Intuitively, there is coupled relationship among location of eye center, shape of eye related key points, appearance representation and gaze information. To incorporate these information, at each cascade level, we first learn a model to map the shape and appearance around current eye related key points to the three dimension gaze update. Then, with the help of estimated gaze, we further learn a regression model to map the gaze, shape and appearance information to eye location update. By leveraging the power of cascade learning, the proposed method can alternatively optimize the two tasks of eye detection and gaze estimation. The experiments are conducted on benchmarks of GI4E and MPIIGaze. Experimental results show that our proposed method can achieve preferable results in gaze estimation and outperform the state-of-the-art methods in eye detection. © 2018 IEEE.",,,
10.1145/3282894.3282925,2018,"Muralidhar S., Siegfried R., Gatica-Perez D., Odobez J.-M.",Facing employers and customers: What do gaze and expressions tell about soft skills?,"Eye gaze and facial expressions are central to face-to-face social interactions. These behavioral cues and their connections to first impressions have been widely studied in psychology and computing literature, but limited to a single situation. Utilizing ubiquitous multimodal sensors coupled with advances in computer vision and machine learning, we investigate the connections between these behavioral cues and perceived soft skills in two diverse workplace situations (job interviews and reception desk). Pearson’s correlation analysis shows a moderate connection between certain facial expressions, eye gaze cues and perceived soft skills in job interviews (r 2 [30, 30]) and desk (r 2 [20, 36]) situations. Results of our computational framework to infer perceived soft skills indicates a low predictive power of eye gaze, facial expressions, and their combination in both interviews (R 2 2 [0.02, 0.21]) and desk (R 2 2 [0.05, 0.15]) situations. Our work has important implications for employee training and behavioral feedback systems. © 2018 Association for Computing Machinery. All Rights Reserved.",,,
10.1109/ISSREW.2018.00-38,2018,"Singh M., Walia G.S., Goswami A.",Using Supervised Learning to Guide the Selection of Software Inspectors in Industry,"Software development is a multi-phase process that starts with requirement engineering. Requirements elicited from different stakeholders are documented in natural language (NL) software requirement specification (SRS) document. Due to the inherent ambiguity of NL, SRS is prone to faults (e.g., ambiguity, incorrectness, inconsistency). To find and fix faults early (where they are cheapest to find), companies routinely employ inspections, where skilled inspectors are selected to review the SRS and log faults. While other researchers have attempted to understand the factors (experience and learning styles) that can guide the selection of effective inspectors but could not report improved results. This study analyzes the reading patterns (RPs) of inspectors recorded by eye-tracking equipment and evaluates their abilities to find various fault-types. The inspectors' characteristics are selected by employing ML algorithms to find the most common RPs w.r.t each fault-types. Our results show that our approach could guide the inspector selection with an accuracy ranging between 79.3% and 94% for various fault-types. © 2018 IEEE.",,,
10.1016/j.neucom.2018.07.010,2018,"Yun X., Sun Y., Wang S., Shi Y., Lu N.",Multi-layer convolutional network-based visual tracking via important region selection,"The convolutional network-based tracking (CNT) algorithm provides a training network with warped target regions in the first frame instead of large auxiliary datasets, which solves the problem of convolutional neural network (CNN)-based tracking requiring very long training time and a large number of auxiliary training samples. However, the two-layer CNT uses only gray feature that causes sensitivity to appearance variations. Besides, some samples with useless information should be removed to avoid drifting problems. For these reasons, a multi-layer convolutional network-based visual tracking algorithm via important region selection (IRST) is proposed in this paper. The proposed important region selection model is built via high entropy selection and background discrimination, which enables the training samples to be informative in order to provide enough stable information and also be discriminative so as to resist distractors. The feature maps are also obtained by weighting the template filters with cluster weights. Instead of simple gray features, IRST adds the Gabor layer to explore the texture feature of the target that is effective on coping with illumination and rotation variations. Extensive experiments show that the proposed algorithm achieves superior performances in many challenging visual tracking tasks. © 2018 Elsevier B.V.",,,
10.1145/3284103.3284105,2018,"Cai L., Yang R., Tao Z.",A new method of evaluating signage system using mixed reality and eye tracking,"Signage system is utilized to identify the emergency exit when the accident occurs. To evaluate the design of indoor signage system, a new mobile eye tracking method, that integrated eye tracker in a mixed reality application, was proposed in mixed reality environment. A virtual scene was reconstructed from the real world using mixed reality technique. Moreover, different virtual exit signs were placed on the wall in the mixed reality environment. Accurate measurement of movement and gaze with a precise timestamp were obtained in the environment. The data was used to project 3D fixation point onto the environment. The amount of fixation point and fixation time were simultaneously counted to evaluate the signage system. To demonstrate the feasibility of the method, an experiment was conducted on the 10th floor of LiuQing building in Tsinghua University. The results showed that the new mobile eye tracking method can not only easily set up the experimental evacuation environment, but also capture quantitative fixation data, providing technical support for evaluating signage system. © 2018 Association for Computing Machinery.",,,
10.1145/3267851.3267853,2018,"Castillo S., Hahn P., Legde K., Cunningham D.W.",Personality analysis of embodied conversational agents,"People tend to personify machines. Giving machines the ability to actually produce social information can help improve human-machine interactions. Embodied Conversational Agents (ECAs) are virtual software agents that can process and produce speech, facial expressions, gestures and eye gaze, enabling natural, multimodal, human-machine communication. On the one hand, the field of personality psychology provides insights into how we could describe and measure the virtual personality of ECAs. On the other hand, ECAs provide a method to systematically examine how different factors affect the perception of personality. This paper shows that standardized, validated personality questionnaires can be used to evaluate ECAs psychologically, and that state of the art ECAs can manipulate their perceived personality through appearance and behavior. © 2018 Association for Computing Machinery.",,,
10.1145/3267851.3267881,2018,"Hahn P., Castillo S., Cunningham D.W.",Look Me in the lines: The impact of stylization on the recognition of expressions and perceived personality,"We are increasingly approaching the point where computer-based technology is truly ambient and omnipresent. People tend to personify their technical servants, including giving them human names as well as attributing personality traits and intentions to them. The more those devices advance from simple tools to intelligent assistants the more seriously we need to take this personification. That is, if the computers perform human-like tasks in collaboration with humans, and humans already tend to treat computers as human-like, it is only reasonable to give those devices a human-like appearance and conversational abilities. Therefore, one approach to design advanced human-machine interfaces relies heavily on the so-called Embodied Conversational Agents (ECAs). An ECA is a virtual software agent that can process and produce speech, facial expressions, gestures and eye-gaze and, as a result, enables natural, multimodal, human-machine communication. Decades of research in psychology and related fields have shown that the visual channel is especially important in human-human-communication, with subtle changes in both appearance and motion altering how a conversational partner is perceived. In this work, we examine the effectiveness of modifying a virtual character’s visual appearance using well-known stylization techniques in order to alter its perceived personality. We also explore the effect of these techniques on the recognizability, intensity and sincerity of the character’s displayed emotions. © 2018 Copyright held by the owner/author(s).",,,
10.1145/3267851.3267863,2018,"Zalake M., Kapoor A., Woodward J., Lok B.",Assessing the impact of virtual human’s appearance on users�?trust levels,"Virtual humans are used to facilitate interactions in sensitive contexts such as health-care. In such contexts, trust in the information source plays an important role in reception of the information. Prior work has shown that physical appearance affects trustworthiness in human-human interactions; therefore, we examined the effect of virtual human’s appearance on users�?trust. We ran a between-users study with 12 adult participants, who watched a video of a virtual human with professional attire (e.g., lab coat) or with general attire (e.g., button-down shirt). We examined the duration of eye fixation on the virtual human’s face along with participants�?self-reported trust levels. We found that there was no statistical difference in eye contact or trust between the two test conditions. © 2018 Copyright held by the owner/author(s).",,,
10.1109/UEMCON.2018.8796625,2018,"Griswold-Steiner I., Fyke Z., Ahmed M., Serwadda A.",Morph-a-Dope: Using Pupil Manipulation to Spoof Eye Movement Biometrics,"Eye Tracking Authentication - a mechanism where eye movement patterns are used to verify a user's identity - is increasingly being explored for use as a layer of security in computing systems. Despite being widely studied, there is barely any research investigating how these systems could be attacked by a determined attacker. In particular, the relationship between pupil characteristics and lighting is one that could lead to vulnerabilities in improperly secured systems.This paper presents Morph-a-Dope, an attack that leverages lighting manipulations to defeat eye tracking authentication systems that heavily rely on features derived from pupil sizes. Across 20 attacker-victim pairs, the attack increased the EER by an average of over 50% as compared to the zero-effort attack by the overall population, and as much as 500% for individual victims. Our research calls for a greater emphasis on manipulation-resistant pupil size features or system designs that otherwise avoid such vulnerabilities. © 2018 IEEE.",,,
10.1145/3272127.3275094,2018,"Wang X., Koch S., Holmqvist K., Alexa M.",Tracking the gaze on objects in 3d: How do people really look at the bunny?,"We provide the first large dataset of human fixations on physical 3D objects presented in varying viewing conditions and made of different materials. Our experimental setup is carefully designed to allow for accurate calibration and measurement. We estimate a mapping from the pair of pupil positions to 3D coordinates in space and register the presented shape with the eye tracking setup. By modeling the fixated positions on 3D shapes as a probability distribution, we analysis the similarities among different conditions. The resulting data indicates that salient features depend on the viewing direction. Stable features across different viewing directions seem to be connected to semantically meaningful parts. We also show that it is possible to estimate the gaze density maps from view dependent data. The dataset provides the necessary ground truth data for computational models of human perception in 3D. © 2018 Association for Computing Machinery.",,,
10.1145/3272127.3275075,2018,"Nagano K., Seo J., Xing J., Wei L., Li Z., Saito S., Agarwal A., Fursund J., Li H.",PaGAN: Real-time avatars using dynamic textures,"With the rising interest in personalized VR and gaming experiences comes the need to create high quality 3D avatars that are both low-cost and variegated. Due to this, building dynamic avatars from a single unconstrained input image is becoming a popular application. While previous techniques that attempt this require multiple input images or rely on transferring dynamic facial appearance from a source actor, we are able to do so using only one 2D input image without any form of transfer from a source image. We achieve this using a new conditional Generative Adversarial Network design that allows fine-scale manipulation of any facial input image into a new expression while preserving its identity. Our photoreal avatar GAN (paGAN) can also synthesize the unseen mouth interior and control the eye-gaze direction of the output, as well as produce the final image from a novel viewpoint. The method is even capable of generating fully-controllable temporally stable video sequences, despite not using temporal information during training. After training, we can use our network to produce dynamic image-based avatars that are controllable on mobile devices in real time. To do this, we compute a fixed set of output images that correspond to key blendshapes, from which we extract textures in UV space. Using a subject's expression blendshapes at run-time, we can linearly blend these key textures together to achieve the desired appearance. Furthermore, we can use the mouth interior and eye textures produced by our network to synthesize on-The-fly avatar animations for those regions. Our work produces state-ofthe-art quality image and video synthesis, and is the first to our knowledge that is able to generate a dynamically textured avatar with a mouth interior, all from a single image. © 2018 Association for Computing Machinery.",,,
10.1016/j.image.2018.07.009,2018,"Fang Y., Zhang X., Imamoglu N.",A novel superpixel-based saliency detection model for 360-degree images,"Effective visual attention modeling is a key factor that helps enhance the overall Quality of Experience (QoE) of VR/AR data. Although a huge number of algorithms have been developed in recent years to detect salient regions in flat-2D images, the research on 360-degree image saliency is limited. In this study, we propose a superpixel-level saliency detection model for 360-degree images by figure-ground law of Gestalt theory. First, the input image is segmented into superpixels. CIE Lab color space is then used to extract the perceptual features. We extract luminance and texture features for 360-degree images from L channel, while color features are extracted from a and b channels. We compute two components for saliency prediction by figure-ground law of Gestalt theory: feature contrast and boundary connectivity. The feature contrast is computed on superpixel level by luminance and color features. The boundary connectivity is predicted for background measure and it describes the spatial layout of image region with two image boundaries (upper and lower boundary). The final saliency map of 360-degree image is calculated by fusing feature contrast map and boundary connectivity map. Experimental results on a public eye tracking database of 360-degree images show promising performance of saliency prediction from the proposed method. © 2018 Elsevier B.V.",,,
10.1109/TPAMI.2017.2782819,2018,"Masse B., Ba S., Horaud R.",Tracking Gaze and Visual Focus of Attention of People Involved in Social Interaction,"The visual focus of attention (VFOA) has been recognized as a prominent conversational cue. We are interested in estimating and tracking the VFOAs associated with multi-party social interactions. We note that in this type of situations the participants either look at each other or at an object of interest; therefore their eyes are not always visible. Consequently both gaze and VFOA estimation cannot be based on eye detection and tracking. We propose a method that exploits the correlation between eye gaze and head movements. Both VFOA and gaze are modeled as latent variables in a Bayesian switching state-space model (also referred switching Kalman filter). The proposed formulation leads to a tractable learning method and to an efficient online inference procedure that simultaneously tracks gaze and visual focus. The method is tested and benchmarked using two publicly available datasets, Vernissage and LAEO, that contain typical multi-party human-robot and human-human interactions. © 1979-2012 IEEE.",,,
10.1109/TPAMI.2017.2737423,2018,"Kononenko D., Ganin Y., Sungatullina D., Lempitsky V.",Photorealistic Monocular Gaze Redirection Using Machine Learning,"We propose a general approach to the gaze redirection problem in images that utilizes machine learning. The idea is to learn to re-synthesize images by training on pairs of images with known disparities between gaze directions. We show that such learning-based re-synthesis can achieve convincing gaze redirection based on monocular input, and that the learned systems generalize well to people and imaging conditions unseen during training. We describe and compare three instantiations of our idea. The first system is based on efficient decision forest predictors and redirects the gaze by a fixed angle in real-time (on a single CPU), being particularly suitable for the videoconferencing gaze correction. The second system is based on a deep architecture and allows gaze redirection by a range of angles. The second system achieves higher photorealism, while being several times slower. The third system is based on real-time decision forests at test time, while using the supervision from a 'teacher' deep network during training. The third system approaches the quality of a teacher network in our experiments, and thus provides a highly realistic real-time monocular solution to the gaze correction problem. We present in-depth assessment and comparisons of the proposed systems based on quantitative measurements and a user study. © 1979-2012 IEEE.",,,
10.1109/GEM.2018.8516529,2018,"Lemley J., Kar A., Corcoran P.",Eye Tracking in Augmented Spaces: A Deep Learning Approach,The use of deep learning for estimating eye gaze in augmented spaces is investigated in this work. There are two primary ways of interacting with augmented spaces. The first involves the use of AR/VR systems; the second involves devices that respond to the user's gaze directly. This domain can overlap with AR/VR environments but is not exclusive to them and contains its own unique set of issues. Deep learning methods for eye tracking that are capable of performing with minimal power consumption are investigated for both problems. © 2018 IEEE.,,,
10.1109/DASC/PiCom/DataCom/CyberSciTec.2018.00-17,2018,"Xia Y., Lou J., Dong J., Li G., Yu H.",SDM-Based means of gradient for eye center localization,"For eye gaze estimation and eye tracking, localizing eye center is a crucial requirement. This task is challenging work because of the significant variability of eye appearance in illumination, shape, color and viewing angles. In this paper, we improve the performance of means of gradient method in low resolution images, which could locate the eye center more accurately. The proposed method applies Supervised Descent Method (SDM), which has remarkable achievement in the field of face alignment, to improve the traditional means of gradient method in localizing eye center. We extensively evaluate our method on BioID database which is very challenging and realistic for eye center localization. Moreover, we have com-pared our method with existing state of the art methods and the results of the experiment confirm that the proposed method is an attractive alternative for eye center localization. © 2018 IEEE.",,,
10.3390/info9110262,2018,Melo E.V.,Improving collaborative filtering-based image recommendation through use of Eye Gaze tracking,"Due to the overwhelming variety of products and services currently available on electronic commerce sites, the consumer finds it difficult to encounter products of preference. It is common that product preference be influenced by the visual appearance of the image associated with the product. In this context, Recommendation Systems for products that are associated with Images (IRS) become vitally important in aiding consumers to find those products considered as pleasing or useful. In general, these IRS use the Collaborative Filtering technique that is based on the behaviour passed on by users. One of the principal challenges found with this technique is the need for the user to supply information concerning their preference. Therefore, methods for obtaining implicit information are desirable. In this work, the author proposes an investigation to discover to which extent information concerning user visual attention can aid in producing a more precise IRS. This work proposes therefore a new approach, which combines the preferences passed on from the user, by means of ratings and visual attention data. The experimental results show that our approach exceeds that of the state of the art. © 2018 by the authors.",,,
10.1145/3240508.3240570,2018,"Song G., Zheng J., Cai J., Zhang J., Cham T.-J., Fuchs H.",Real-time 3D face-eye performance capture of a person wearing vr headset,"Teleconference or telepresence based on virtual reality (VR) head-mount display (HMD) device is a very interesting and promising application since HMD can provide immersive feelings for users. However, in order to facilitate face-to-face communications for HMD users, real-time 3D facial performance capture of a person wearing HMD is needed, which is a very challenging task due to the large occlusion caused by HMD. The existing limited solutions are very complex either in setting or in approach as well as lacking the performance capture of 3D eye gaze movement. In this paper, we propose a convolutional neural network (CNN) based solution for real-time 3D face-eye performance capture of HMD users without complex modification to devices. To address the issue of lacking training data, we generate massive pairs of HMD face-label dataset by data synthesis as well as collecting VR-IR eye dataset from multiple subjects. Then, we train a dense-fitting network for facial region and an eye gaze network to regress 3D eye model parameters. Extensive experimental results demonstrate that our system can efficiently and effectively produce in real time a vivid personalized 3D avatar with the correct identity, pose, expression and eye motion corresponding to the HMD user. © 2018 Association for Computing Machinery.",,,
10.1145/3241539.3241578,2018,"Li T., Zhou X.",Battery-free eye tracker on glasses,"This paper presents a battery-free wearable eye tracker that tracks both the 2D position and diameter of a pupil based on its light absorption property. With a few near-infrared (NIR) lights and photodiodes around the eye, NIR lights sequentially illuminate the eye from various directions while photodiodes sense spatial patterns of reflected light, which are used to infer pupil's position and diameter on the fly via a lightweight inference algorithm. The system also exploits characteristics of different eye movement stages and adjusts its sensing and computation accordingly for further energy savings. A prototype is built with off-the-shelf hardware components and integrated into a regular pair of glasses. Experiments with 22 participants showthat the system achieves 0.8-mm mean error in tracking pupil position (2.3 mm at the 95th percentile) and 0.3-mm mean error in tracking pupil diameter (0.9 mm at the 95th percentile) at 120-Hz output frame rate, consuming 395μW mean power supplied by two small, thin solar cells on glasses side arms. © 2018 Association for Computing Machinery.",,,
10.1145/3266037.3266090,2018,"Ishibashi T., Sugano Y., Matsushita Y.",Gaze-guided Image Classification for Reflecting Perceptual Class Ambiguity,"Despite advances in machine learning and deep neural networks, there is still a huge gap between machine and human image understanding. One of the causes is the annotation process used to label training images. In most image categorization tasks, there is a fundamental ambiguity between some image categories and the underlying class probability differs from very obvious cases to ambiguous ones. However, current machine learning systems and applications usually work with discrete annotation processes and the training labels do not reflect this ambiguity. To address this issue, we propose an new image annotation framework where labeling incorporates human gaze behavior. In this framework, gaze behavior is used to predict image labeling difficulty. The image classifier is then trained with sample weights defined by the predicted difficulty. We demonstrate our approach's effectiveness on four-class image classification tasks. © 2018 Copyright held by the owner/author(s).",,,
10.1145/3266037.3266119,2018,"Hirzle T., Gugenheimer J., Geiselhart F., Bulling A., Rukzio E.",Towards a symbiotic human-machine depth sensor: Exploring 3D gaze for object reconstruction,"Eye tracking is expected to become an integral part of future augmented reality (AR) head-mounted displays (HMDs) given that it can easily be integrated into existing hardware and provides a versatile interaction modality. To augment objects in the real world, AR HMDs require a three-dimensional understanding of the scene, which is currently solved using depth cameras. In this work we aim to explore how 3D gaze data can be used to enhance scene understanding for AR HMDs by envisioning a symbiotic human-machine depth camera, fusing depth data with 3D gaze information. We present a first proof of concept, exploring to what extend we are able to recognise what a user is looking at by plotting 3D gaze data. To measure 3D gaze, we implemented a vergence-based algorithm and built an eye tracking setup consisting of a Pupil Labs headset and an OptiTrack motion capture system, allowing us to measure 3D gaze inside a 50x50x50 cm volume. We show first 3D gaze plots of ""gazed-at"" objects and describe our vision of a symbiotic human-machine depth camera that combines a depth camera and human 3D gaze information. © 2018 Copyright held by the owner/author(s).",,,
10.1145/3267305.3267675,2018,"Herurkar D., Dengel A., Ishimaru S.",Poster: Combining software-based eye tracking and a wide-angle lens for sneaking detection,"This paper proposes Sneaking Detector, a system which recognizes sneaking on a laptop screen by other people and alerts the owner through several interventions. We utilize a pre-trained deep learning network to estimate eye gaze of sneakers captured by a front-facing camera. Since most of the cameras equipped on laptop computers cannot cover a wide enough range, a commercial wide-angle lens attachment and an image processing are applied in our system. On the dataset involving nine participants following four experiments, it has been realized that our system can estimate the horizontal eye gaze and recognizes whether a sneaker is looking at a screen or not with 78% accuracy. © Copyright held by the owner/author(s).",,,
10.1109/ICCI-CC.2018.8482037,2018,"Hosseinkhani J., Joslin C.",Significance of Bottom-Up Attributes in Video Saliency Detection without Cognitive Bias,"Saliency in an image or video is the region of interest that stands out relative to its neighbors and consequently attracts more human attention. To determine the salient areas within a scene, visual importance and distinctiveness of the regions must be measured. A key factor in designing saliency detection algorithms for videos is to understand how different visual cues affect the human perceptual and visual system. To this end, we investigated the bottom-up features including color, texture, and motion in video sequences for both one-by-one and combined scenarios to provide a ranking system stating the most dominant circumstances for each feature individually and in combination with other features as well. In this work, we only considered the individual features and various visual saliency attributes investigated under conditions in which we had no cognitive bias. Human cognition refers to a systematic pattern of perceptual and rational judgements and decision-making actions. Since computers do not typically have this ability, we tried to minimize this bias in the design of our experiment. First, we modelled our test data as 2D images and videos in a virtual environment to avoid any cognitive bias. Then, we performed an experiment using human subjects to determine which colors, textures, motion directions, and motion speeds attract human attention more. The proposed ranking system of salient visual attention stimuli was achieved using an eye tracking procedure. This work provides a benchmark to specify the most salient stimulus with comprehensive information. © 2018 IEEE.",,,
