作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,归属机构,带归属机构的作者,摘要,作者关键字,索引关键字,文献类型,出版阶段,开放获取,来源出版物,EID
"Panwar P., Collins C.","55639234100;56760469700;","Detecting negative emotion for mixed initiative visual analytics",2018,"Conference on Human Factors in Computing Systems - Proceedings","2018-April",,"LBW004","","",,3,"10.1145/3170427.3188664","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052021356&doi=10.1145%2f3170427.3188664&partnerID=40&md5=0356410f5e8cc00f2498a50e444010e0","University of Ontario Institute of Technology, Oshawa, ON, Canada","Panwar, P., University of Ontario Institute of Technology, Oshawa, ON, Canada; Collins, C., University of Ontario Institute of Technology, Oshawa, ON, Canada","The paper describes an efficient model to detect negative mind states caused by visual analytics tasks. We have developed a method for collecting data from multiple sensors, including GSR and eye-tracking, and quickly generating labelled training data for the machine learning model. Using this method we have created a dataset from 28 participants carrying out intentionally difficult visualization tasks. We have concluded the paper by a discussing the best performing model, Random Forest, and its future applications for providing just-in-time assistance for visual analytics. Copyright held by the owner/author(s).","Data Analysis; Emotion Detection; Eye Tracking; GSR","Decision trees; Eye tracking; Human engineering; Future applications; Just in time; Machine learning models; Mixed initiative; Multiple sensors; Training data; Visual analytics; Visualization",Conference Paper,"Final","",Scopus,2-s2.0-85052021356
"Fridman L.","57185179400;","Deep learning for understanding the human",2018,"Conference on Human Factors in Computing Systems - Proceedings","2018-April",,"C12","","",,,"10.1145/3170427.3170661","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052018794&doi=10.1145%2f3170427.3170661&partnerID=40&md5=a87180435e429400a0b4beaa3e83ee0f","Massachusetts Institute of Technology (MIT), United States","Fridman, L., Massachusetts Institute of Technology (MIT), United States","We will explore how deep learning approaches can be used for perceiving and interpreting the state and behavior of human beings in images, video, audio, and text data. The course will cover how convolutional, recurrent and generative neural networks can be used for applications of face recognition, eye tracking, cognitive load estimation, emotion recognition, natural language processing, voice-based interaction, and activity recognition. The course is open to beginners and is designed for those who are new to deep learning, but it can also benefit advanced researchers in the field looking for a practical overview of deep learning methods and their application. Copyright held by the owner/author(s).","Computer vision; Deep learning; Human-centered artificial intelligence; Natural language processing","Eye tracking; Face recognition; Human engineering; Learning systems; Natural language processing systems; Recurrent neural networks; Speech recognition; Activity recognition; Cognitive loads; Emotion recognition; Human being; Learning approach; Learning methods; NAtural language processing; Text data; Behavioral research",Conference Paper,"Final","",Scopus,2-s2.0-85052018794
"Pfeuffer K., Li Y.","36141954200;57277705200;","Analysis and modeling of grid performance on touchscreen mobile devices",2018,"Conference on Human Factors in Computing Systems - Proceedings","2018-April",,,"","",,7,"10.1145/3173574.3173862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046972759&doi=10.1145%2f3173574.3173862&partnerID=40&md5=d0d43bf1cbc6e6171044eddac248fe75","Google Research and Machine Intelligence, Mountain View, CA, United States; Lancaster University, Lancaster, United Kingdom","Pfeuffer, K., Google Research and Machine Intelligence, Mountain View, CA, United States, Lancaster University, Lancaster, United Kingdom; Li, Y., Google Research and Machine Intelligence, Mountain View, CA, United States","Touchscreen mobile devices can afford rich interaction behaviors but they are complex to model. Scrollable twodimensional grids are a common user interface on mobile devices that allow users to access a large number of items on a small screen by direct touch. By analyzing touch input and eye gaze of users during grid interaction, we reveal how multiple performance components come into play in such a task, including navigation, visual search and pointing. These findings inspired us to design a novel predictive model that combines these components for modeling grid tasks. We realized these model components by employing both traditional analytical methods and data-driven machine learning approaches. In addition to showing high accuracy achieved by our model in predicting human performance on a test dataset, we demonstrate how such a model can lead to a significant reduction in interaction time when used in a predictive user interface. © 2018 Copyright held by the owner/author(s).","Grid UI; Machine learning; Performance modeling; Predictive interfaces; Touchscreen mobile device","Human engineering; Learning systems; Machine learning; Statistical tests; Touch screens; User interfaces; Analysis and modeling; Grid UI; Human performance; Interaction behavior; Machine learning approaches; Performance Model; Predictive modeling; Two-dimensional grids; Predictive analytics",Conference Paper,"Final","",Scopus,2-s2.0-85046972759
"Zhang X., Huang M.X., Sugano Y., Bulling A.","57142162900;55258532000;7005470045;6505807414;","Training person-specific gaze estimators from user interactions with multiple devices",2018,"Conference on Human Factors in Computing Systems - Proceedings","2018-April",,,"","",,22,"10.1145/3173574.3174198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046965951&doi=10.1145%2f3173574.3174198&partnerID=40&md5=e98b2223c456e377a0b73ae661096fac","Max Planck Institute for Informatics, Saarland Informatics Campus, Germany; Graduate School of Information Science and Technology, Osaka University, Japan","Zhang, X., Max Planck Institute for Informatics, Saarland Informatics Campus, Germany; Huang, M.X., Max Planck Institute for Informatics, Saarland Informatics Campus, Germany; Sugano, Y., Graduate School of Information Science and Technology, Osaka University, Japan; Bulling, A., Max Planck Institute for Informatics, Saarland Informatics Campus, Germany","Learning-based gaze estimation has significant potential to enable attentive user interfaces and gaze-based interaction on the billions of camera-equipped handheld devices and ambient displays. While training accurate person- and device-independent gaze estimators remains challenging, person-specific training is feasible but requires tedious data collection for each target device. To address these limitations, we present the first method to train person-specific gaze estimators across multiple devices. At the core of our method is a single convolutional neural network with shared feature extraction layers and device-specific branches that we train from face images and corresponding on-screen gaze locations. Detailed evaluations on a new dataset of interactions with five common devices (mobile phone, tablet, laptop, desktop computer, smart TV) and three common applications (mobile game, text editing, media center) demonstrate the significant potential of cross-device training. We further explore training with gaze locations derived from natural interactions, such as mouse or touch input. © 2018 Copyright held by the owner/author(s).","Appearance-based gaze estimation; Multi-devices","Computer games; Convolutional neural networks; Human engineering; Mammals; Multilayer neural networks; User interfaces; Ambient displays; Attentive user interfaces; Gaze estimation; Gaze-based interaction; Multi-devices; Multiple devices; Natural interactions; User interaction; Display devices",Conference Paper,"Final","",Scopus,2-s2.0-85046965951
"Jeevithashree D.V., Ray P., Natarajan P., Pradipta B.","57201637559;57224709536;35840982100;14007579800;","Automating the process of gaze tracking data using soft clustering",2018,"2017 International Conference on Intelligent Computing, Instrumentation and Control Technologies, ICICICT 2017","2018-January",,,"449","456",,,"10.1109/ICICICT1.2017.8342605","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049314460&doi=10.1109%2fICICICT1.2017.8342605&partnerID=40&md5=8bf4cf016fc8d25de7b1a0096749a975","SCOPE, VIT University, Vellore, Tamil Nadu, India; CPDM, Indian Institute of Science, Bangalore, India","Jeevithashree, D.V., SCOPE, VIT University, Vellore, Tamil Nadu, India; Ray, P., CPDM, Indian Institute of Science, Bangalore, India; Natarajan, P., SCOPE, VIT University, Vellore, Tamil Nadu, India; Pradipta, B., CPDM, Indian Institute of Science, Bangalore, India","The aim of the paper is to automate the processing of gaze tracking data through soft clustering techniques. Standard analysis software for eye gaze tracking data requires users to define areas of interest, which may not be best option for exploratory analysis, where users may want to analyze eye gaze tracking data to know the area of interest. We have presented results on using Fuzzy c-means and Expectation Maximization algorithms on gaze tracking data and using an entropy based cluster validation index, we tried to automate identification of areas of interest. In our study, data from search task in digitally rendered 2D architectural plans have been explored and results indicated that irrespective of clustering technique, users fixated attention only 2 or 3 times for individual image. We have also presented GUI of a tool that can automatically identify areas of interest for any gaze tracking data sample using FCM or EM Algorithms. © 2017 IEEE.","Eye Gaze Tracker; Human Computer Interaction(HCI); Soft Clustering; Validation Metric; Visual Search Behaviour","Cluster analysis; Human computer interaction; Intelligent computing; Maximum principle; Eye gaze trackers; Human Computer Interaction (HCI); Soft clustering; Validation metric; Visual search; Eye tracking",Conference Paper,"Final","",Scopus,2-s2.0-85049314460
"Bai B., Zhong B., Ouyang G., Wang P., Liu X., Chen Z., Wang C.","57203908518;24473810700;57196010486;57191519658;56180289800;56313442100;55978095000;","Kernel correlation filters for visual tracking with adaptive fusion of heterogeneous cues",2018,"Neurocomputing","286",,,"109","120",,23,"10.1016/j.neucom.2018.01.068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041672090&doi=10.1016%2fj.neucom.2018.01.068&partnerID=40&md5=66e884f252fc2973b4b755b7a2cde080","Department of Computer Science and Technology, Huaqiao University, Xiamen, Fujian  361021, China","Bai, B., Department of Computer Science and Technology, Huaqiao University, Xiamen, Fujian  361021, China; Zhong, B., Department of Computer Science and Technology, Huaqiao University, Xiamen, Fujian  361021, China; Ouyang, G., Department of Computer Science and Technology, Huaqiao University, Xiamen, Fujian  361021, China; Wang, P., Department of Computer Science and Technology, Huaqiao University, Xiamen, Fujian  361021, China; Liu, X., Department of Computer Science and Technology, Huaqiao University, Xiamen, Fujian  361021, China; Chen, Z., Department of Computer Science and Technology, Huaqiao University, Xiamen, Fujian  361021, China; Wang, C., Department of Computer Science and Technology, Huaqiao University, Xiamen, Fujian  361021, China","Although the correlation filter-based trackers have achieved competitive results both on accuracy and robustness, the performance of trackers can still be improved because the most existing trackers either use a fixed scale or a sole filtering template to represent a target object. In this paper, to effectively handle the scale variation and the drifting problem, we propose a correlation filter-based tracker by adaptively fusing the heterogeneous cues. Firstly, to tackle the problems of the fixed template size, the scale of a target object is estimated from a set of possible scales. Secondly, an adaptive set of filtering templates is learned to alleviate the drifting problem by carefully selecting object candidates in different situations to jointly capture the target appearance variations. Finally, a variety of simple yet effective features (e.g., the HOG and color name features) are effectively integrated into the learning process of filters to further improve the discriminative power of the filters. Consequently, the proposed correlation filter-based tracker can simultaneous utilizes different types of cues to effectively estimate the target's location and scale while alleviating the drifting problem. We have done extensive experiments on the CVPR2013 tracking benchmark dataset with 50 challenging sequences. The proposed tracker successfully tracked the targets in about 90% videos and outperformed the state-of-the-art trackers. © 2018 Elsevier B.V.","Correlation filter; Drifting problem; Multi-cue; Scale variation; Visual tracking","Adaptive filtering; Bandpass filters; Correlation filters; Drifting problem; Multi cues; Scale variation; Visual Tracking; Target tracking; Article; association; benchmarking; correlation filter; eye tracking; image analysis; intermethod comparison; kernel method; learning algorithm; mathematical model; priority journal; statistical parameters",Article,"Final","",Scopus,2-s2.0-85041672090
"Wirawan C., Qingyao H., Yi L., Yean S., Lee B.-S., Ran F.","57202648085;57202648497;57192561421;57192383054;7405441352;57202644576;","Pholder: An Eye-Gaze Assisted Reading Application on Android",2018,"Proceedings - 13th International Conference on Signal-Image Technology and Internet-Based Systems, SITIS 2017","2018-January",,,"350","353",,2,"10.1109/SITIS.2017.64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048944192&doi=10.1109%2fSITIS.2017.64&partnerID=40&md5=aa40b0412c1d606afb3426637611d5e1","School of Computer Science and Engineering, Nanyang Technological Uniersity, Singapore","Wirawan, C., School of Computer Science and Engineering, Nanyang Technological Uniersity, Singapore; Qingyao, H., School of Computer Science and Engineering, Nanyang Technological Uniersity, Singapore; Yi, L., School of Computer Science and Engineering, Nanyang Technological Uniersity, Singapore; Yean, S., School of Computer Science and Engineering, Nanyang Technological Uniersity, Singapore; Lee, B.-S., School of Computer Science and Engineering, Nanyang Technological Uniersity, Singapore; Ran, F., School of Computer Science and Engineering, Nanyang Technological Uniersity, Singapore","Eye-gaze has been used extensively in human computer interface design, web layout design and as assistive technology. We successfully built a reading application with automatic scrolling, using the images captured by the in-build camera to determine the eye-gaze. The application, Pholder, uses the appearance-based method for gaze estimation and tracking of gaze movement directions for scrolling of the screen. We used an innovative technique, using the integration of pixel intensity, for gaze movement estimation which is more robust then other techniques. © 2017 IEEE.","Appearance-based method; Gaze movement estimation; Mobile; Saccade","Android (operating system); Eye movements; Human computer interaction; Interfaces (computer); Appearance-based methods; Application on androids; Assistive technology; Gaze movements; Human computer interfaces; Innovative techniques; Mobile; Pixel intensities; Motion estimation",Conference Paper,"Final","",Scopus,2-s2.0-85048944192
"Watkins D., Gallardo G., Chau S.","57202449669;57202451705;57202458209;","Pilot Support System: A Machine Learning Approach",2018,"Proceedings - 12th IEEE International Conference on Semantic Computing, ICSC 2018","2018-January",,,"325","328",,2,"10.1109/ICSC.2018.00067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048418154&doi=10.1109%2fICSC.2018.00067&partnerID=40&md5=0e10bf063bbb4da9e3c83fbf02ea4ca8","AVIAGE SYSTEMS Advanced Design and Technology, GE AVIC Civil Avionics Systems, Phoenix, AZ, United States","Watkins, D., AVIAGE SYSTEMS Advanced Design and Technology, GE AVIC Civil Avionics Systems, Phoenix, AZ, United States; Gallardo, G., AVIAGE SYSTEMS Advanced Design and Technology, GE AVIC Civil Avionics Systems, Phoenix, AZ, United States; Chau, S., AVIAGE SYSTEMS Advanced Design and Technology, GE AVIC Civil Avionics Systems, Phoenix, AZ, United States","Pilots can be one of the factors in many air traffic accidents. When one or both pilots are impaired (e.g. fatigue, drunk or distracted), one or both pilots are disabled, one or both pilots are capable but wrong-headed, both pilots don't have sufficient training, both pilots are fully capable but distracted, both pilots miscommunicate with the air traffic controller, or both pilots follow wrong instructions from the air traffic controller, the risk of accident will increase dramatically. In some of these cases, the risk can be mitigated by using big data and machine learning. The learning machine will collect and analyze large amount of data about the state of the aircraft, e.g., the flight path, the immediate environment around the aircraft, the weather and terrain information, and the pilots' input to control the aircraft. Additional sensors such as eye tracking devices and biological monitor can also be added to determine the condition of the pilots. If the pilots' input do not match proper reaction to the situation or the pilots are impaired, the learning machine will first provide an advisory to the pilot. When the situation becomes more urgent, the advisory will be elevated to warning. If there is at least one capable pilot, these advisories and warnings may help the pilot take proper actions. If it is both pilots are impaired or incapable, a warning will be sent to the air traffic controllers so that they can take actions such as redirect the flight management system and activate the autopilot. © 2018 IEEE.","Avionics Systems; Big Data; Deep Learning; Machine Learning; Pilot Analytics","Air navigation; Aircraft accidents; Artificial intelligence; Aviation; Big data; Controllers; Deep learning; Eye tracking; Fighter aircraft; Learning systems; Semantics; Training aircraft; Air traffic controller; Avionics systems; Eye tracking devices; Flight management systems; Immediate environment; Learning machines; Machine learning approaches; Pilot Analytics; Air traffic control",Conference Paper,"Final","",Scopus,2-s2.0-85048418154
"Adithya B., Pavan Kumar B.N., Lee H., Kim J.Y., Moon J.C., Chai Y.H.","57211045502;57202496237;57202498242;57199864806;57202500124;7102457214;","An experimental study on relationship between foveal range and FoV of a human eye using eye tracking devices",2018,"International Conference on Electronics, Information and Communication, ICEIC 2018","2018-January",,,"1","5",,2,"10.23919/ELINFOCOM.2018.8330605","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048588074&doi=10.23919%2fELINFOCOM.2018.8330605&partnerID=40&md5=6b44432cb2aaa9674ae50ed88d6e41c7","Graduate School of Advanced Imaging Science, Multimedia and Film Chung-Ang University, Seoul, 156-756, South Korea","Adithya, B., Graduate School of Advanced Imaging Science, Multimedia and Film Chung-Ang University, Seoul, 156-756, South Korea; Pavan Kumar, B.N., Graduate School of Advanced Imaging Science, Multimedia and Film Chung-Ang University, Seoul, 156-756, South Korea; Lee, H., Graduate School of Advanced Imaging Science, Multimedia and Film Chung-Ang University, Seoul, 156-756, South Korea; Kim, J.Y., Graduate School of Advanced Imaging Science, Multimedia and Film Chung-Ang University, Seoul, 156-756, South Korea; Moon, J.C., Graduate School of Advanced Imaging Science, Multimedia and Film Chung-Ang University, Seoul, 156-756, South Korea; Chai, Y.H., Graduate School of Advanced Imaging Science, Multimedia and Film Chung-Ang University, Seoul, 156-756, South Korea","Various methodologies have been scrutinized to model a human eye. Most of them have failed to consider aspects pertaining to free movement of the head and mainly focus on the gaze of a Human Eye. Today's eye trackers offer gaze data with respect to the normalized coordinate system. In this paper, experimental results are presented that infer that the point of gaze of a human eye, highly lies within the foveal view and drifts along the foveal view as the user traces the gaze points on the 2D plane. © 2018 Institute of Electronics and Information Engineers.","Eye Tracking; Field of View; Foveal Range; Virtual Eye","Eye movements; Co-ordinate system; Eye trackers; Eye tracking devices; Field of views; Foveal Range; Gaze point; Point of gaze; Virtual Eye; Eye tracking",Conference Paper,"Final","",Scopus,2-s2.0-85048588074
"Prieto L.P., Sharma K., Kidzinski Ł., Rodríguez-Triana M.J., Dillenbourg P.","36936110000;55903734200;56912415000;51161955600;8912010400;","Multimodal teaching analytics: Automated extraction of orchestration graphs from wearable sensor data",2018,"Journal of Computer Assisted Learning","34","2",,"193","203",,41,"10.1111/jcal.12232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040984057&doi=10.1111%2fjcal.12232&partnerID=40&md5=96eb70385904a4aadbe270b48f4ba1d4","Tallinn University, Estonia; École Polytechnique Fédérale de Lausanne, Switzerland; Stanford UniversityCA, United States","Prieto, L.P., Tallinn University, Estonia; Sharma, K., École Polytechnique Fédérale de Lausanne, Switzerland; Kidzinski, Ł., Stanford UniversityCA, United States; Rodríguez-Triana, M.J., École Polytechnique Fédérale de Lausanne, Switzerland; Dillenbourg, P., École Polytechnique Fédérale de Lausanne, Switzerland","The pedagogical modelling of everyday classroom practice is an interesting kind of evidence, both for educational research and teachers' own professional development. This paper explores the usage of wearable sensors and machine learning techniques to automatically extract orchestration graphs (teaching activities and their social plane over time) on a dataset of 12 classroom sessions enacted by two different teachers in different classroom settings. The dataset included mobile eye-tracking as well as audiovisual and accelerometry data from sensors worn by the teacher. We evaluated both time-independent and time-aware models, achieving median F1 scores of about 0.7–0.8 on leave-one-session-out k-fold cross-validation. Although these results show the feasibility of this approach, they also highlight the need for larger datasets, recorded in a wider variety of classroom settings, to provide automated tagging of classroom practice that can be used in everyday practice across multiple teachers. © 2018 John Wiley & Sons Ltd","activity detection; eye-tracking; multimodal learning analytics; sensors; teaching analytics",,Article,"Final","",Scopus,2-s2.0-85040984057
"Hwang H., Kang D.","55555706100;57211898992;","User-friendly inter-pupillary distance calibration method using a single camera for autostereoscopic 3D displays",2018,"2018 IEEE International Conference on Consumer Electronics, ICCE 2018","2018-January",,,"1","3",,1,"10.1109/ICCE.2018.8326062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048816449&doi=10.1109%2fICCE.2018.8326062&partnerID=40&md5=84836341b86ccab8c241b297b52f3dee","Multimedia Processing Lab, Samsung Advanced Institute of Technology, Suwon, South Korea","Hwang, H., Multimedia Processing Lab, Samsung Advanced Institute of Technology, Suwon, South Korea; Kang, D., Multimedia Processing Lab, Samsung Advanced Institute of Technology, Suwon, South Korea","The accurate inter-pupillary distance (IPD) of a user plays an important role and is a prerequisite for eye-tracking-based autostereoscopic three-dimensional (3D) display systems by calculating the precise 3D eye position of the users. We aimed to develop a robust computer-aided algorithm for each user-specific IPD calibration using a single camera in a user-friendly manner. Our algorithm consists of eye tracking, pattern rendering, user pattern selection, and IPD adjustment according to the selected patterns. Two stereo patterns were designed to clearly show the IPD differences: A 3D stereo registration pattern and a complimentary stereo pattern. We applied this algorithm to 21 users. The reference standard was provided by a commercial pupilometer. The IPD values obtained by the proposed method and the reference standard IPD values were not statistically different (64.9 ± 4.1 mm from the algorithm and 64.2 ± 3.4 mm from the reference standard, p = 6.64) from the students' t-test. A good agreement was observed among the 21 users in using the IPD calibration software with an agreement of 94.8% (kappa 0.89, 95% confidence interval from 0.83 to 0.96, and p < 0.0001). Our algorithm shows promising results in IPD calibration using a single camera in a user-friendly manner. © 2018 IEEE.",,"Calibration; Cameras; Eye tracking; Stereo image processing; Auto stereoscopic; Autostereoscopic 3D displays; Calibration method; Calibration softwares; Confidence interval; Reference standard; Registration pattern; Three dimensional (3D) display systems; Three dimensional displays",Conference Paper,"Final","",Scopus,2-s2.0-85048816449
"Li C., Wu X., Zhao N., Cao X., Tang J.","56699429900;57197844002;57197816148;8920951000;24286986300;","Fusing two-stream convolutional neural networks for RGB-T object tracking",2018,"Neurocomputing","281",,,"78","85",,33,"10.1016/j.neucom.2017.11.068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038894733&doi=10.1016%2fj.neucom.2017.11.068&partnerID=40&md5=b66447cfcaaca062580dcc67db61a190","School of Computer Science and Technology, Anhui University, Hefei, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China","Li, C., School of Computer Science and Technology, Anhui University, Hefei, China; Wu, X., School of Computer Science and Technology, Anhui University, Hefei, China; Zhao, N., School of Computer Science and Technology, Anhui University, Hefei, China; Cao, X., Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Tang, J., School of Computer Science and Technology, Anhui University, Hefei, China","This paper investigates how to integrate the complementary information from RGB and thermal (RGB-T) sources for object tracking. We propose a novel Convolutional Neural Network (ConvNet) architecture, including a two-stream ConvNet and a FusionNet, to achieve adaptive fusion of different source data for robust RGB-T tracking. Both RGB and thermal streams extract generic semantic information of the target object. In particular, the thermal stream is pre-trained on the ImageNet dataset to encode rich semantic information, and then fine-tuned using thermal images to capture the specific properties of thermal information. For adaptive fusion of different modalities while avoiding redundant noises, the FusionNet is employed to select most discriminative feature maps from the outputs of the two-stream ConvNet, and updated online to adapt to appearance variations of the target object. Finally, the object locations are efficiently predicted by applying the multi-channel correlation filter on the fused feature maps. Extensive experiments on the recently public benchmark GTOT verify the effectiveness of the proposed approach against other state-of-the-art RGB-T trackers. © 2017","Adaptive fusion; Convolutional neural network; Correlation filter; Object tracking; Thermal information","Aircraft propulsion; Convolution; Neural networks; Semantics; Tracking (position); Adaptive fusion; Convolutional neural network; Correlation filters; Object Tracking; Thermal information; Passive filters; Article; artificial neural network; convolutional neural network; correlational study; data processing; eye tracking; mathematical computing; priority journal; RGB T object tracking; thermal analysis",Article,"Final","",Scopus,2-s2.0-85038894733
"Robal T., Zhao Y., Lofi C., Hauff C.","21743794200;57043730400;23393135400;23392382200;","Webcam-based attention tracking in online learning: A feasibility study",2018,"International Conference on Intelligent User Interfaces, Proceedings IUI",,,,"189","197",,8,"10.1145/3172944.3172987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045475458&doi=10.1145%2f3172944.3172987&partnerID=40&md5=33f8354d3346f6d5ca88493d108cb85e","Department of Computer Systems, Tallinn University of Technology, Tallinn, Estonia; Web Information Systems, Delft University of Technology, Delft, Netherlands","Robal, T., Department of Computer Systems, Tallinn University of Technology, Tallinn, Estonia; Zhao, Y., Web Information Systems, Delft University of Technology, Delft, Netherlands; Lofi, C., Web Information Systems, Delft University of Technology, Delft, Netherlands; Hauff, C., Web Information Systems, Delft University of Technology, Delft, Netherlands","A main weakness of the open online learning movement is retention: a small minority of learners (on average 5-10%, in extreme cases < 1%) that start a so-called Massive Open Online Course (MOOC) complete it successfully. There are many reasons why learners are unsuccessful, among the most important ones is the lack of self-regulation: learners are often not able to self-regulate their learning behavior. Designing tools that provide learners with a greater awareness of their learning is vital to the future success of MOOC environments. Detecting learners' loss of focus during learning is particularly important, as this can allow us to intervene and return the learners' attention to the learning materials. One technological affordance to detect such loss of focus are webcams-ubiquitous pieces of hardware available in almost all laptops today. In recent years, researchers have begun to exploit eye tracking and gaze data generated from webcams as part of complex machine learning solutions to detect inattention or loss of focus. Those approaches however tend to have a high detection lag, can be inaccurate, and are complex to design and maintain. In contrast, in this paper, we explore the possibility of a simple alternative-the presence or absence of a face- to detect a loss of focus in the online learning setting. To this end, we evaluate the performance of three consumer and professional eye/face-tracking frameworks using a benchmark suite we designed specifically for this purpose: it contains a set of common xMOOC user activities and behaviours. The results of our study show that even this basic approach poses a significant challenge to current hardware and software-based tracking solutions. © 2018 ACM.","Eye tracking; Face detection; MOOCs; Online learning","Behavioral research; Benchmarking; Eye tracking; Face recognition; Hardware; Learning systems; User interfaces; Feasibility studies; Hardware and software; Learning behavior; Learning materials; Massive open online course; MOOCs; Online learning; Tracking solutions; E-learning",Conference Paper,"Final","",Scopus,2-s2.0-85045475458
"Soleymani M., Riegler M., Halvorsen P.","57188866370;56411768700;35580847300;","Multimodal analysis of user behavior and browsed content under different image search intents",2018,"International Journal of Multimedia Information Retrieval","7","1",,"29","41",,7,"10.1007/s13735-018-0150-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041113912&doi=10.1007%2fs13735-018-0150-6&partnerID=40&md5=2203be1bba9fc89ddbce6a9309fae39d","Swiss Center for Affective Sciences, University of Geneva, Geneva, Switzerland; Simula Metropolitan Center for Digital Engineering, Oslo, Norway; Simula Research Laboratory, Oslo, Norway","Soleymani, M., Swiss Center for Affective Sciences, University of Geneva, Geneva, Switzerland; Riegler, M., Simula Metropolitan Center for Digital Engineering, Oslo, Norway; Halvorsen, P., Simula Research Laboratory, Oslo, Norway","The motivation or intent of a search for content may vary between users and use-cases. Knowledge and understanding of these underlying objectives may therefore be important in order to return appropriate search results, and studies of user search intent are emerging in information retrieval to understand why a user is searching for a particular type of content. In the context of image search, our work targets automatic recognition of users’ intent in an early stage of a search session. We have designed seven different search scenarios under the intent conditions of finding items, re-finding items and entertainment. Moreover, we have collected facial expressions, physiological responses, eye gaze and implicit user interactions from 51 participants who performed seven different search tasks on a custom-built image retrieval platform, and we have analyzed the users’ spontaneous and explicit reactions under different intent conditions. Finally, we trained different machine learning models to predict users’ search intent from the visual content of the visited images, the user interactions and the spontaneous responses. Our experimental results show that after fusing the visual and user interaction features, our system achieved the F-1 score of 0.722 for classifying three classes in a user-independent cross-validation. Eye gaze and implicit user interactions, including mouse movements and keystrokes are the most informative features for intent recognition. In summary, the most promising results are obtained by modalities that can be captured unobtrusively and online, and the results therefore demonstrate the potential of including intent-based methods in multimedia retrieval platforms. © 2018, Springer-Verlag London Ltd., part of Springer Nature.","Machine learning; Search intent; User behavior",,Article,"Final","",Scopus,2-s2.0-85041113912
