"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An improved gaze tracking technique based on eye model","X. Li; Z. Li; J. Qin","School of Electronic Information & Control Engineering, Beijing University of Technology, 100124, China; School of Electronic Information & Control Engineering, Beijing University of Technology, 100124, China; School of Electronic Information & Control Engineering, Beijing University of Technology, 100124, China","Proceedings of the 33rd Chinese Control Conference","15 Sep 2014","2014","","","7286","7291","Aiming at several common drawbacks of existing gaze tracking algorithm which is based on image processing technology: low accuracy, low suitability and high requirement of device, this paper presents an improved gaze tracking method based on the human eye model. The vision scatter model is established by studying the relationship among the center of iris, inner corner of eye and the gaze direction. The model is used for gaze rough estimation. An improved geometric eye model with compensation coefficient is used for gaze precise estimation, and the coefficient depends on the result of rough estimation. The result of experiment shows that the proposed approach has a low average error which is reached 2 ° and good robustness. This approach provides an effective solution for gaze tracking of human-computer interaction under the low pixel condition.","1934-1768","978-9-8815-6387-3","10.1109/ChiCC.2014.6896207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6896207","gaze tracking;iris tracking;scatter model;gaze estimation","Iris;Estimation;Feature extraction;Accuracy;Cameras;Target tracking","computer vision;eye;gaze tracking;human computer interaction","gaze tracking technique;image processing technology;human eye model;vision scatter model;iris center;inner eye corner;gaze direction;gaze rough estimation;geometric eye model;compensation coefficient;gaze precise estimation;human-computer interaction;low pixel condition","","2","","11","","15 Sep 2014","","","IEEE","IEEE Conferences"
"A system for monitoring the engagement of remote online students using eye gaze estimation","P. Khorrami; Vuong Le; J. C. Hart; T. S. Huang","Beckman Institute, University of Illinois at Urbana Champaign, USA; Beckman Institute, University of Illinois at Urbana Champaign, USA; Department of Computer Science, University of Illinois at Urbana Champaign, USA; Beckman Institute, University of Illinois at Urbana Champaign, USA","2014 IEEE International Conference on Multimedia and Expo Workshops (ICMEW)","8 Sep 2014","2014","","","1","6","We present a system for monitoring the engagement of remote students in an online educational environment. We introduce a novel gaze estimation system that uses a client-side video-based 3D face tracking algorithm, and expands it to estimate the head pose, and intersects this pose-based gaze line of sight with the screen (coplanar with the camera) to estimate the screen position currently viewed. Our preliminary experiments indicate this approach can accurately determine the coarse location of a student's gaze and use it as a cue for engagement estimation. Our system operates in real-time and achieves comparable performance to state-of-the-art gaze estimation techniques that account for free head motion.","1945-7871","978-1-4799-4717-1","10.1109/ICMEW.2014.6890573","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890573","Student Monitoring System;Face Tracking;Head Pose Estimation;Gaze Estimation","Monitoring;Estimation;Three-dimensional displays;Face;Servers;Tracking","computer aided instruction;face recognition;gaze tracking;image motion analysis;pose estimation;video signal processing","eye gaze estimation;remote online student engagement;online educational environment;client-side video-based 3D face tracking algorithm;head pose;pose-based gaze line of sight;coarse location;free head motion","","2","","13","","8 Sep 2014","","","IEEE","IEEE Conferences"
"Realtime gaze estimation with online calibration","L. Sun; M. Song; Z. Liu; M. Sun","Zhejiang University, Hangzhou, 310027, P.R. China; Zhejiang University, Hangzhou, 310027, P.R. China; Microsoft Research, Redmond, WA 98052; University of Washingtong, Seattle, WA 98195","2014 IEEE International Conference on Multimedia and Expo (ICME)","8 Sep 2014","2014","","","1","6","For an eye gaze estimation system, calibration is an unavoidable procedure to determine certain person-specific parameters, either explicitly or implicitly. Although several offline implicit calibration methods have been proposed to ease the calibration burden, the calibration procedure is still cumbersome and the gaze estimation accuracy needs further improvement. In this paper, we propose a novel 3D gaze estimation system with online calibration. The proposed system uses a new 3D model-based gaze estimation method with a single consumer camera (Kinect). Unlike previous gaze estimation methods using explicit offline calibration with fixed number of calibration points or implicit calibration, our approach constantly improves person-specific eye parameters through online calibration, which enables the system to adapt gradually to a new user. The experimental results and the human-computer interaction (HCI) application show that the proposed system can work in realtime with superior gaze estimation accuracy (<; 2°) and minimal calibration burden.","1945-788X","978-1-4799-4761-4","10.1109/ICME.2014.6890322","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890322","gaze estimation;3D model-based;gaze direction;online calibration;HCI","Calibration;Three-dimensional displays;Estimation;Iris;Head;Solid modeling;Cameras","calibration;cameras;feature extraction;gaze tracking;human computer interaction;solid modelling","person-specific parameter;3D eye gaze estimation system;online calibration;consumer camera;Kinect;human-computer interaction application;HCI application;minimal calibration burden;gaze feature extraction","","4","","8","","8 Sep 2014","","","IEEE","IEEE Conferences"
"Eye gaze estimation based on ellipse fitting and three-dimensional model of eye for “Intelligent Poster”","R. Urano; R. Suzuki; T. Sasaki","Shibaura Institute of Technology, Minato-ku, Tokyo, Japan; Shibaura Institute of Technology, Minato-ku, Tokyo, Japan; Shibaura Institute of Technology, Minato-ku, Tokyo, Japan","2014 IEEE/ASME International Conference on Advanced Intelligent Mechatronics","14 Aug 2014","2014","","","1157","1162","The designers judge the advertisement design based on subjective assessment only. But we think that they need an objective assessment to evaluate it. In this research, we propose a novel system which estimates our interest in posters by our eye gaze and it is called “Intelligent Poster”. We hereby get an objective rating of the poster design and knowledge for making good posters. This paper focuses on eye gaze estimation which meets some requirements and has enough accuracy and robustness for “Intelligent Poster”. Many researchers propose various eye gaze estimation, for example, using corneal reflection, wearing measurement hardware, using only cameras. In these days, we can get high resolution cameras in cheap with developing the technology. So, we can simply construct an eye gaze system by using a camera. We combine two methods based on ellipse fitting and three-dimensional model to realize the robust estimation. The achieved accuracy of our proposed method is 6 deg.","2159-6255","978-1-4799-5736-1","10.1109/AIM.2014.6878237","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6878237","","Estimation;Cameras;Iris;Fitting;Solid modeling;Accuracy;Shape","cameras;gaze tracking;solid modelling","robust eye gaze estimation;ellipse fitting;intelligent poster;three-dimensional eye model;poster design;corneal reflection;wearing measurement hardware;high resolution cameras","","4","","12","","14 Aug 2014","","","IEEE","IEEE Conferences"
"Head movement compensation algorithm in multi-display communication by gaze","T. Kocejko; A. Bujnowski; J. Ruminski; E. Bylinska; J. Wtorek","Biomedical Engineering Department, Gdansk University of Technology, GUT, Poland; Biomedical Engineering Department, Gdansk University of Technology, GUT, Poland; Biomedical Engineering Department, Gdansk University of Technology, GUT, Poland; Biomedical Engineering Department, Gdansk University of Technology, GUT, Poland; Biomedical Engineering Department, Gdansk University of Technology, GUT, Poland","2014 7th International Conference on Human System Interactions (HSI)","21 Jul 2014","2014","","","88","94","An influence of head movements on the gaze estimation accuracy when using a head mounted eye tracking system is discussed in the paper. This issue has been examined for a multi-display environment. It was found that head movement (rotation) to some extent does not influence on the gaze estimation accuracy seriously. Acceptable results were obtained when using eye-tracker to communicate with a computer via in two displays simultaneously.","2158-2254","978-1-4799-4714-0","10.1109/HSI.2014.6860454","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6860454","eye tracking;gaze tracking;head movement compensation;multi-display environment;multi display;head rotation","Rotation measurement;Head;Accuracy;Tracking;Calibration;Cameras;Position measurement","gaze tracking;human computer interaction;user interfaces","head movement compensation algorithm;multidisplay communication;gaze estimation accuracy;head mounted eye tracking system;eye-tracker","","6","","13","","21 Jul 2014","","","IEEE","IEEE Conferences"
"Gaze tracking system for teleoperation","M. Yu; X. Wang; Y. Lin; X. Bai","School of Automation, Beijing Institute of Technology, 100086, China; School of Automation, Beijing Institute of Technology, 100086, China; Department of Mechanical and Industrial Engineering, Northeastern University, Boston 02115, USA; School of Automation, Beijing Institute of Technology, 100086, China","The 26th Chinese Control and Decision Conference (2014 CCDC)","14 Jul 2014","2014","","","4617","4622","Conventional control interfaces such as joystick, keyboard, and mouse are widely used in teleoperation. However, they are not operated by some users such as who have disabled hands. This paper proposed an eye gaze tracking system for teleoperation. The eye gaze tracking system is based on non-intrusive, visible light, iris center corneal reflection (ICCR) and 2-D mapping-based gaze estimation. In addition, this paper also presented a simple and effective 2-D mapping-based calibration method in order to users with head movement. The calibration verification of five users shows the average errors of our proposed gaze tracker on the x- and y directions are 13.3 and 16.4 pixels, respectively. Through the teleoperation test of robotic car within fixed experimental area, the gaze tracking system achieved a good control result.","1948-9447","978-1-4799-3708-0","10.1109/CCDC.2014.6852997","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6852997","gaze tracking;ICCR;teleoperation","Iris;Calibration;Robots;Cameras;Image edge detection;Computers;Tracking","automobiles;gaze tracking;iris recognition;mobile robots;robot vision;telerobotics","gaze tracking system;teleoperation test;robotic car;iris center corneal reflection;ICCR;2D mapping-based gaze estimation;2D mapping-based calibration method;head movement","","5","","7","","14 Jul 2014","","","IEEE","IEEE Conferences"
"A gaze estimation approach for intelligent viewing in tele-operation","A. Mukherjee; J. K. Mukherjee","Electronics, Vivekanand Institute of Technology VESIT, Chembur, Mumbai 400074, India; Machine Intelligence Laboratory. EISD Bhabha Atomic Research Centre, Mumbai 400085, India","Proceedings of the 2014 IEEE Students' Technology Symposium","1 May 2014","2014","","","214","217","Human like viewing is a major challenge in intelligent remote scenario viewing in tele-robotic applications of mobile as well as fixed frame slaves that are interactively controlled in `man in loop' type control. The control being mainly based on console-views available to the operator, the HMI system must understand what the operator wants to look at. The presented work, attempts at developing a method for guessing operator interest zone in remote workspace area by understanding operator's reaction to `console-view'. The approach establishes a linkage for the remote camera control to subtle operator head movement in reaction to console view. The natural operator reaction is interpreted by our gaze estimator through rapidly extracted image clues.","","978-1-4799-2608-4","10.1109/TechSym.2014.6808049","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6808049","Intelligent HMI;head motion interpretation;image-processing;tele-control;robotics;remote viewer","Head;Image color analysis;Light emitting diodes;Robot kinematics;Estimation;Servomotors","gaze tracking;human-robot interaction;robot vision;telerobotics","gaze estimation;intelligent viewing;tele-operation;human like viewing;intelligent remote scenario viewing;tele-robotic applications;fixed frame slaves;man-in-loop type control;HMI system;remote workspace area;remote camera control;operator head movement;console view;natural operator reaction;image clues","","","","11","","1 May 2014","","","IEEE","IEEE Conferences"
"Yaw Estimation Using Cylindrical and Ellipsoidal Face Models","A. Narayanan; R. M. Kaimal; K. Bijlani","Dept. of Comput. Sci., Amrita Vishwa Vidyapeetham, Kollam, India; Dept. of Comput. Sci., Amrita Vishwa Vidyapeetham, Kollam, India; Amrita E-Learning Res. Lab., Amrita Vishwa Vidyapeetham, Kollam, India","IEEE Transactions on Intelligent Transportation Systems","25 Sep 2014","2014","15","5","2308","2320","Accurate head yaw estimation is necessary for detecting driver inattention in forward collision warning systems. In this paper, we propose three geometric models under the ellipsoidal framework for accurate head yaw estimation. We present theoretical analysis of the cylindrical and ellipsoidal face models used for yaw angle estimation of head rotation. The relationship between cylindrical, ellipsoidal, and proposed models is derived. We provide error functions for all models. Furthermore, for each model, over/under estimation of angle, zero crossings of error, bounds on yaw angle estimate, and bounds on error are presented. Experimental results of the proposed models on four standard head pose data sets yielded a mean absolute error between 4° and 8° demonstrating the efficacy of the proposed models over the state-of-the-art methods.","1558-0016","","10.1109/TITS.2014.2313371","National Mission on Education through Information and Communication Technology; Ministry of Human Resource Development, and by the Amrita Vishwa Vidyapeetham; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6807708","Driver monitoring system;gaze estimation;head-orientation estimation;Driver monitoring system;gaze estimation;head-orientation estimation","Face;Estimation;Computational modeling;Solid modeling;Mathematical model;Vehicles","alarm systems;driver information systems;image motion analysis","cylindrical face models;ellipsoidal face models;head yaw estimation;driver inattention detection;forward collision warning systems;geometric models;ellipsoidal framework;yaw angle estimation;head rotation","","13","","55","IEEE","29 Apr 2014","","","IEEE","IEEE Journals"
"Adaptive Linear Regression for Appearance-Based Gaze Estimation","F. Lu; Y. Sugano; T. Okabe; Y. Sato","Institute of Industrial Science , the University of Tokyo, Tokyo, Japan; Institute of Industrial Science , the University of Tokyo, Tokyo, Japan; Institute of Industrial Science , the University of Tokyo, Tokyo, Japan; Institute of Industrial Science , the University of Tokyo, Tokyo, Japan","IEEE Transactions on Pattern Analysis and Machine Intelligence","1 Sep 2014","2014","36","10","2033","2046","We investigate the appearance-based gaze estimation problem, with respect to its essential difficulty in reducing the number of required training samples, and other practical issues such as slight head motion, image resolution variation, and eye blinking. We cast the problem as mapping high-dimensional eye image features to low-dimensional gaze positions, and propose an adaptive linear regression (ALR) method as the key to our solution. The ALR method adaptively selects an optimal set of sparsest training samples for the gaze estimation via ℓ<sup>1</sup>-optimization. In this sense, the number of required training samples is significantly reduced for high accuracy estimation. In addition, by adopting the basic ALR objective function, we integrate the gaze estimation, subpixel alignment and blink detection into a unified optimization framework. By solving these problems simultaneously, we successfully handle slight head motion, image resolution variation and eye blinking in appearance-based gaze estimation. We evaluated the proposed method by conducting experiments with multiple users and variant conditions to verify its effectiveness.","1939-3539","","10.1109/TPAMI.2014.2313123","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6777326","Eye;gaze estimation;face and gesture recognition;sub-pixel alignment;blink detection","Head;Feature extraction;Estimation;Training;Magnetic heads;Accuracy;Image resolution","feature extraction;gaze tracking;image motion analysis;image resolution;optimisation;regression analysis","adaptive linear regression;ALR method;appearance-based gaze estimation;eye image features;ℓ1-optimization;subpixel alignment;blink detection;slight head motion;image resolution variation;eye blinking","","107","","44","IEEE","21 Mar 2014","","","IEEE","IEEE Journals"
"Toward Privacy-Protecting Safety Systems for Naturalistic Driving Videos","S. Martin; A. Tawari; M. M. Trivedi","Lab. for Intell. & Safe Automobiles, Univ. of California San Diego, La Jolla, CA, USA; Lab. for Intell. & Safe Automobiles, Univ. of California San Diego, La Jolla, CA, USA; Lab. for Intell. & Safe Automobiles, Univ. of California San Diego, La Jolla, CA, USA","IEEE Transactions on Intelligent Transportation Systems","31 Jul 2014","2014","15","4","1811","1822","A common pool of naturalistic driving data is necessary to develop and compare algorithms that infer driver behavior, in order to improve driving safety. Naturalistic driving data, such as video sequences of looking at a driver, however, cause concern for the privacy of individual drivers. In an ideal situation, a deidentification filter applied to a raw image of looking at a driver would, semantically, protect the identity and preserve the behavior (e.g, eye gaze, head pose, and hand activity) of the driver. Driver gaze estimation is of particular interest because it is a good indicator of a driver's visual attention and a good predictor of a driver's intent. Interestingly, the same facial features that are explicitly or implicitly used for gaze estimation play a key role in recognizing a person's identity. In this paper, we implement a specific deidentification filter on video sequences of looking at a driver from naturalistic driving and present novel findings on its effect on face recognition and driver gaze-zone estimation.","1558-0016","","10.1109/TITS.2014.2308543","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6776568","Active safety;deidentification;driver assistance systems;driver behavior;gaze estimation;head pose;human factors;Active safety;deidentification;driver assistance systems;driver behavior;gaze estimation;head pose;human factors","Vehicles;Face;Estimation;Face recognition;Cameras;Safety","behavioural sciences computing;face recognition;gaze tracking;image sequences;road safety;safety systems;traffic engineering computing;video signal processing","privacy-protecting safety systems;naturalistic driving videos;naturalistic driving data;driver behavior;driving safety improvement;visual attention;facial features;specific deidentification filter;video sequences;face recognition;driver gaze-zone estimation","","11","","40","IEEE","20 Mar 2014","","","IEEE","IEEE Journals"
"Towards Improving Social Communication Skills With Multimodal Sensory Information","J. Chen; D. Chen; X. Li; K. Zhang","National Engineering Research Center for E-Learning, Central China Normal University, Wuhan, China; School of Computer Science, China University of Geosciences, Wuhan, China; National Key Laboratory of Cognitive Neuroscience and Learning, Beijing Normal University, Beijing, China; National Engineering Research Center for E-Learning, Central China Normal University, Wuhan, China","IEEE Transactions on Industrial Informatics","12 Dec 2013","2014","10","1","323","330","How to improve social communication skills for children, especially those with social communication difficulties such as attention deficit/hyperactivity disorder, has long been a challenge faced by researchers and therapists. Recent research indicates that computer-assisted approaches may be effective in addressing this issue. This study aimed to understand children's behaviors and then provide appropriate support to improve their social communication skills. We have established an intelligent system, inside which a child can freely play interactive social skills games with virtual characters. The virtual characters can adjust their own behaviors by adapting to the child's cognitive state (e.g., focus of attention) and affective state (e.g., happiness or surprise). The child's behavior is identified in real-time by recognition of multimodal sensory information, which includes head pose and eye gaze estimation, gesture detection, and affective state detection supported by a series of algorithms proposed in this study. Furthermore, this intelligent system has been enabled in a nonintrusive manner using a novel approach of multicamera surveillance to provide the child with natural interaction with the system. Experimental results show the system can estimate a user's attention and affective states with correctness rates of 93% and 91.3%, respectively. The results obtained suggest that the methods have strong potential as alternative methods for sensing human behavior and providing appropriate support.","1941-0050","","10.1109/TII.2013.2271914","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6553174","Behavior detection;intelligent systems;multimodal sensory information;social communication skills","","behavioural sciences computing;cameras;cognition;computer games;interactive systems","social communication skills;multimodal sensory information;attention deficit;hyperactivity disorder;computer-assisted approaches;children behaviors;intelligent system;interactive social skill games;virtual characters;child cognitive state;eye gaze estimation;gesture detection;head pose;affective state detection;multicamera surveillance;human behavior sensing","","23","","21","","3 Jul 2013","","","IEEE","IEEE Journals"
"A Low-Computational Approach on Gaze Estimation With Eye Touch System","C. Topal; S. Gunal; O. Koçdeviren; A. Doğan; Ö. N. Gerek","Anadolu University, Eskisehir, Turkey; Anadolu University, Eskisehir, Turkey; Anadolu University, Eskisehir, Turkey; Anadolu University, Eskisehir, Turkey; Anadolu University, Eskisehir, Turkey","IEEE Transactions on Cybernetics","14 Jan 2014","2014","44","2","228","239","Among various approaches to eye tracking systems, light-reflection based systems with non-imaging sensors, e.g., photodiodes or phototransistors, are known to have relatively low complexity; yet, they provide moderately accurate estimation of the point of gaze. In this paper, a low-computational approach on gaze estimation is proposed using the Eye Touch system, which is a light-reflection based eye tracking system, previously introduced by the authors. Based on the physical implementation of Eye Touch, the sensor measurements are now utilized in low-computational least-squares algorithms to estimate arbitrary gaze directions, unlike the existing light reflection-based systems, including the initial Eye Touch implementation, where only limited predefined regions were distinguished. The system also utilizes an effective pattern classification algorithm to be able to perform left, right, and double clicks based on respective eye winks with significantly high accuracy. In order to avoid accuracy problems for sensitive sensor biasing hardware, a robust custom microcontroller-based data acquisition system is developed. Consequently, the physical size and cost of the overall Eye Touch system are considerably reduced while the power efficiency is improved. The results of the experimental analysis over numerous subjects clearly indicate that the proposed eye tracking system can classify eye winks with 98% accuracy, and attain an accurate gaze direction with an average angular error of about 0.93 °. Due to its lightweight structure, competitive accuracy and low-computational requirements relative to video-based eye tracking systems, the proposed system is a promising human-computer interface for both stationary and mobile eye tracking applications.","2168-2275","","10.1109/TCYB.2013.2252792","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6517478","Assistive technology;eye tracking;gaze estimation;human-computer interface","Gaze tracking;Hardware;Sensor systems;Light emitting diodes;Cameras;Estimation","gaze tracking;human computer interaction;least squares approximations","low-computational approach;gaze estimation;eye touch system;nonimaging sensors;phototransistors;photodiodes;light-reflection based eye tracking system;sensor measurements;low-computational least-squares algorithms;arbitrary gaze direction estimation;effective pattern classification algorithm;eye winks;sensitive sensor biasing hardware;robust custom microcontroller-based data acquisition system;power efficiency;video-based eye tracking systems;mobile eye tracking;stationary eye tracking;human-computer interface","Algorithms;Equipment Design;Equipment Failure Analysis;Fixation, Ocular;Humans;Pattern Recognition, Automated;Photometry;Reproducibility of Results;Sensitivity and Specificity;Visual Fields","12","","49","IEEE","20 May 2013","","","IEEE","IEEE Journals"
"Gaze Estimation in Children's Peer-Play Scenarios","D. Duan; L. Tian; J. Cui; L. Wang; H. Zha; H. Aghajan","Key Lab. of Machine Perception, Peking Univ., Beijing, China; Key Lab. of Machine Perception, Peking Univ., Beijing, China; Key Lab. of Machine Perception, Peking Univ., Beijing, China; Dept. of Psychol., Peking Univ., Beijing, China; Key Lab. of Machine Perception, Peking Univ., Beijing, China; Wireless Sensor Networks Lab., Stanford Univ., Stanford, CA, USA","2013 2nd IAPR Asian Conference on Pattern Recognition","27 Mar 2014","2013","","","760","764","Gaze is a powerful cue for children's social behavior analysis. In this paper, a novel method is proposed to estimate children's gaze orientation in the experimental data of developmental psychology based on head pose estimation. In consideration of the possible errors of head pose estimation results, temporal information and potential targets are both introduced to improve the results of gaze estimation. At last, this method is evaluated by a dataset of children's peer-play scenarios and the results show that this method has a good performance. According to the experimental valuation and analysis, in a certain peer-play scenario, potential targets are powerful spatial cues for children's gaze estimation and temporal information also provides some cues to improve the estimation results.","0730-6512","978-1-4799-2190-4","10.1109/ACPR.2013.178","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6778426","children's social behavior analysis;gaze estimation;head pose estimation","Head;Magnetic heads;Feature extraction;Visualization;Observers;Psychology","pose estimation;psychology","gaze estimation;children peer-play scenarios;social behavior analysis;children gaze orientation;developmental psychology;head pose estimation;temporal information","","","","17","","27 Mar 2014","","","IEEE","IEEE Conferences"
"Preliminary Analysis of Gait Changes That Correspond to Gaze Directions","T. Okada; H. Yamazoe; I. Mitsugami; Y. Yagi","Osaka Univ., Suita, Japan; Osaka Univ., Suita, Japan; Osaka Univ., Suita, Japan; Osaka Univ., Suita, Japan","2013 2nd IAPR Asian Conference on Pattern Recognition","27 Mar 2014","2013","","","788","792","Human gait (way of walking) can be changed to correspond to human gaze direction. We aim to realize a gait-based gaze estimation scheme by modeling the relations between gait and gaze. In this paper, as a first step to our goal, we show the preliminary analysis results of the relations between gait and gaze. From the results, we confirmed that arm swing is affected by the gaze direction. We confirmed a tendency for the opposite arm's amplitude in the gazing direction to decrease. For these analysis, we constructed an immersive walking environment in which we measured subject gaits in various gazing situations by a motion capturing system and an eye tracker. The environment consisted of a treadmill and 180 multi-screens for presenting the gazing target. Our analysis results suggest the possibility of gaze estimation based on gait.","0730-6512","978-1-4799-2190-4","10.1109/ACPR.2013.184","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6778432","gait;gaze;motion capture","Legged locomotion;Three-dimensional displays;Cameras;Estimation;Target tracking","gait analysis;gaze tracking;image motion analysis","gazing target;multiscreens;treadmill;eye tracker;motion capturing system;subject gait measurement;immersive walking environment;gait-based gaze estimation scheme;human gaze directions;human gait change analysis","","6","","11","","27 Mar 2014","","","IEEE","IEEE Conferences"
"Considerations of Self-Motion in Motion Saliency","A. Hiratani; R. Nakashima; K. Matsumiya; I. Kuriki; S. Shioiri","Grad. Sch. of Inf. Sci., Tohoku Univ. Sendai, Sendai, Japan; Res. Inst. of Electr. Commun., Tohoku Univ. Sendai, Sendai, Japan; Res. Inst. of Electr. Commun., Tohoku Univ. Sendai, Sendai, Japan; Res. Inst. of Electr. Commun., Tohoku Univ. Sendai, Sendai, Japan; Res. Inst. of Electr. Commun., Tohoku Univ. Sendai, Sendai, Japan","2013 2nd IAPR Asian Conference on Pattern Recognition","27 Mar 2014","2013","","","783","787","Despite a number of studies of computational models of visual saliency, it is still difficult to predict where human would attend in a scene. One of the problems is the effect of self-motion on retinal images. Usually saliency is calculated with local motion signals, and high degree of saliency is found in motion components caused by self-motion. Since human observers usually ignore the motion caused by self-motion, the prediction accuracy of attention locations falls off. We developed a framework that reduces the saliency of the motion components caused self-motion, using a physiological model of optic flow processing that extracts object motion among self-motion signals.","0730-6512","978-1-4799-2190-4","10.1109/ACPR.2013.183","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6778431","gaze estimation;saliency map;self-motion;global motion","Visualization;Motion pictures;Predictive models;Observers;Optical filters;Videos;Visual systems","feature extraction;image motion analysis;image sequences","self-motion;motion saliency;visual saliency;retinal image;attention location;physiological model;optic flow processing;object motion extraction","","2","","21","","27 Mar 2014","","","IEEE","IEEE Conferences"
"I See What You See: Point of Gaze Estimation from Corneal Images","C. Nitschke; A. Nakazawa; T. Nishida","Grad. Sch. of Inf., Kyoto Univ., Kyoto, Japan; Grad. Sch. of Inf., Kyoto Univ., Kyoto, Japan; Grad. Sch. of Inf., Kyoto Univ., Kyoto, Japan","2013 2nd IAPR Asian Conference on Pattern Recognition","27 Mar 2014","2013","","","298","304","Eye-gaze tracking (EGT) is an important problem with a long history and various applications. However, state-of-the-art geometric vision-based techniques still suffer from major limitations, especially (1) the requirement for calibration of a static relationship between eye camera and scene, and (2) a parallax error that occurs when the depth of the scene varies. This paper introduces a novel concept for EGT that overcomes these limitations using corneal imaging. Based on the observation that the cornea reflects the surrounding scene over a wide field of view, it is shown how to extract that information and determine the point of gaze (PoG) directly in an eye image. To realize this, a closed-form solution is developed to obtain the gaze-reflection point (GRP), where light from the PoG reflects at the corneal surface into a camera. This includes compensation for the individual offset between optical and visual axis. Quantitative and qualitative evaluation shows that the strategy achieves considerable accuracy and successfully supports depth-varying environments. The novel approach provides important practical advantages, including reduced intrusiveness and complexity, and support for flexible dynamic setups, non-planar scenes and outdoor application.","0730-6512","978-1-4799-2190-4","10.1109/ACPR.2013.84","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6778329","human computer interaction;eye gaze tracking;point of gaze;gaze reflection point;calibration;corneal imaging;spherical mirror;analytic forward projection","Calibration;Cameras;Estimation;Optical imaging;Visualization;Cornea;Three-dimensional displays","calibration;cameras;computer vision;gaze tracking","gaze estimation;corneal images;eye gaze tracking;EGT;geometric vision-based techniques;calibration;eye camera;parallax error;corneal imaging;point of gaze;eye image;closed-form solution;gaze-reflection point;GRP;corneal surface;depth-varying environments;reduced intrusiveness;flexible dynamic setups;nonplanar scenes;outdoor application","","5","","37","","27 Mar 2014","","","IEEE","IEEE Conferences"
"Eyelid and iris tracking method with novel eye models","K. Tamura; Y. Aoki","Keio Univ., Japan; Keio Univ., Japan","Proceedings of the 2013 IEEE/SICE International Symposium on System Integration","24 Mar 2014","2013","","","449","453","These days, useful gaze estimation system is getting expected as a new interface. However previous most gaze estimation systems require special equipment or complex calibration. In this report, we propose the method which tracks user's eyelid and iris automatically with novel eyelid model and eyeball model, aiming at useful gaze estimation as a future work. Eyelid shape tracking is also useful for more accurate iris tracking and user's state estimation.","","978-1-4799-2625-1","10.1109/SII.2013.6776739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6776739","","Eyelids;Iris;Estimation;Shape;Head;Computational modeling;Image edge detection","calibration;gaze tracking;iris recognition;shape recognition;state estimation","eyelid tracking method;iris tracking method;eye models;gaze estimation system;complex calibration;equipment calibration;automatic user eyelid tracking;automatic user iris tracking;eyeball model;eyelid shape tracking;user state estimation","","1","","10","","24 Mar 2014","","","IEEE","IEEE Conferences"
