作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,归属机构,带归属机构的作者,摘要,作者关键字,索引关键字,文献类型,出版阶段,开放获取,来源出版物,EID
"Arar N.M., Gao H., Thiran J.-P.","55248082400;8274973800;35554798200;","Towards convenient calibration for cross-ratio based gaze estimation",2015,"Proceedings - 2015 IEEE Winter Conference on Applications of Computer Vision, WACV 2015",,,"7045945","642","648",,9,"10.1109/WACV.2015.91","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925400476&doi=10.1109%2fWACV.2015.91&partnerID=40&md5=4dea2160668c7f39dae307b5fd26e049","Signal Processing Laboratory (LTS5), École Polytechnique Fédérale de Lausanne, Switzerland","Arar, N.M., Signal Processing Laboratory (LTS5), École Polytechnique Fédérale de Lausanne, Switzerland; Gao, H., Signal Processing Laboratory (LTS5), École Polytechnique Fédérale de Lausanne, Switzerland; Thiran, J.-P., Signal Processing Laboratory (LTS5), École Polytechnique Fédérale de Lausanne, Switzerland","Eye gaze movements are considered as a salient modality for human computer interaction applications. Recently, cross-ratio (CR) based eye tracking methods have attracted increasing interest because they provide remote gaze estimation using a single uncalibrated camera. However, due to the simplification assumptions in CR-based methods, their performance is lower than the model-based approaches [8]. Several efforts have been made to improve the accuracy by compensating for the assumptions with subject specific calibration. This paper presents a CR-based automatic gaze estimation system that accurately works under natural head movements. A subject-specific calibration method based on regularized least-squares regression (LSR) is introduced for achieving higher accuracy compared to other state-of-the-art calibration methods. Experimental results also show that the proposed calibration method generalizes better when fewer calibration points are used. This enables user friendly applications with minimum calibration effort without sacrificing too much accuracy. In addition, we adaptively fuse the estimation of the point of regard (PoR) from both eyes based on the visibility of eye features. The adaptive fusion scheme reduces accuracy error by around 20% and also increases the estimation coverage under natural head movements. © 2015 IEEE.",,"Calibration; Eye movements; Human computer interaction; Least squares approximations; Calibration method; Calibration points; Eye tracking methods; Model based approach; Point of regards; Regularized least squares; Remote gaze estimation; Un-calibrated camera; Eye tracking",Conference Paper,"Final","",Scopus,2-s2.0-84925400476
"Wood E., Baltruaitis T., Zhang X., Sugano Y., Robinson P., Bulling A.","56145872800;36696075900;57142162900;7005470045;57205369790;6505807414;","Rendering of eyes for eye-shape registration and gaze estimation",2015,"Proceedings of the IEEE International Conference on Computer Vision","2015 International Conference on Computer Vision, ICCV 2015",,"7410785","3756","3764",,133,"10.1109/ICCV.2015.428","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973891601&doi=10.1109%2fICCV.2015.428&partnerID=40&md5=6dd7def4925c07ef120e948f051e1761","University of Cambridge, United Kingdom; Max Planck Institute for Informatics, Germany","Wood, E., University of Cambridge, United Kingdom; Baltruaitis, T., University of Cambridge, United Kingdom; Zhang, X., Max Planck Institute for Informatics, Germany; Sugano, Y., Max Planck Institute for Informatics, Germany; Robinson, P., University of Cambridge, United Kingdom; Bulling, A., Max Planck Institute for Informatics, Germany","Images of the eye are key in several computer vision problems, such as shape registration and gaze estimation. Recent large-scale supervised methods for these problems require time-consuming data collection and manual annotation, which can be unreliable. We propose synthesizing perfectly labelled photo-realistic training data in a fraction of the time. We used computer graphics techniques to build a collection of dynamic eye-region models from head scan geometry. These were randomly posed to synthesize close-up eye images for a wide range of head poses, gaze directions, and illumination conditions. We used our model's controllability to verify the importance of realistic illumination and shape variations in eye-region training data. Finally, we demonstrate the benefits of our synthesized training data (SynthesEyes) by out-performing state-of-the-art methods for eye-shape registration as well as cross-dataset appearance-based gaze estimation in the wild. © 2015 IEEE.",,"Computer graphics; Image processing; Rendering (computer graphics); Appearance based; Computer vision problems; Illumination conditions; Manual annotation; Shape registration; Shape variations; State-of-the-art methods; Supervised methods; Computer vision",Conference Paper,"Final","",Scopus,2-s2.0-84973891601
"Li D., Hu F., Wang L., Zhang M.","36064669100;56038594800;24483987300;55584777175;","Iris center localization using integral projection and gradients",2015,"ICALIP 2014 - 2014 International Conference on Audio, Language and Image Processing, Proceedings",,,"7009788","211","215",,1,"10.1109/ICALIP.2014.7009788","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922534678&doi=10.1109%2fICALIP.2014.7009788&partnerID=40&md5=06d4bbe7b96e0bd6566f0a9b5f0e066d","Department of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, 310027, China; Zhejiang Provincial Key Laboratory of Information Network Technology, Hangzhou, 310027, China","Li, D., Department of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, 310027, China, Zhejiang Provincial Key Laboratory of Information Network Technology, Hangzhou, 310027, China; Hu, F., Department of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, 310027, China, Zhejiang Provincial Key Laboratory of Information Network Technology, Hangzhou, 310027, China; Wang, L., Department of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, 310027, China, Zhejiang Provincial Key Laboratory of Information Network Technology, Hangzhou, 310027, China; Zhang, M., Department of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, 310027, China, Zhejiang Provincial Key Laboratory of Information Network Technology, Hangzhou, 310027, China","Iris center localization becomes more and more popular in the applications of face alignment, human-computer interaction and gaze estimation. However, techniques for low-resolution and low-contrast eye images which are taken in uncontrolled circumstance still need improvement. This paper presents an accurate and fast algorithm to realize iris center localization, by combining integral projection and image gradients. First, the vertical integral projection function is adopted to get precise boundaries of the eyes and to generate a weight map. Second, a novel method combining dot products of gradients with the weight map is proposed. The iris center is detected by searching the maximum of multiplication between the dot products and the weight from the map. A commonly used evaluation is applied to test our result on the very challenging BioID database for eye center and iris center localization. Experiments show that this method can accurately locate irises under natural light conditions and has characteristic of low computation complexity. © 2014 IEEE.","Eye center localization; image gradients; integral projection; pupil and iris localization","Human computer interaction; Computation complexity; Eye center localization; Face alignment; Fast algorithms; Gaze estimation; Image gradients; Integral projections; Iris localization; Image enhancement",Conference Paper,"Final","",Scopus,2-s2.0-84922534678
"Drawdy C.C., Yanik P.M.","56829553000;23096490100;","Gaze Estimation Technique for Directing Assistive Robotics",2015,"Procedia Manufacturing","3",,,"837","844",,2,"10.1016/j.promfg.2015.07.339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010022023&doi=10.1016%2fj.promfg.2015.07.339&partnerID=40&md5=b8e6a4343df35fe136f48a87c824e655","Western Carolina University, Cullowhee, NC, United States","Drawdy, C.C., Western Carolina University, Cullowhee, NC, United States; Yanik, P.M., Western Carolina University, Cullowhee, NC, United States","Assistive robotics may extend capabilities for individuals with reduced mobility or dexterity. However, effective use of robotic agents typically requires the user to issue control commands in the form of speech, gesture, or text. Thus, for unskilled or impaired users, the need for a paradigm of intuitive Human-Robot Interaction (HRI) is prevalent. It can be inferred that the most productive interactions are those in which the assistive agent is able to ascertain the intention of the user. Also, to perform a task, the agent must know the user's area of attention in three-dimensional space. Eye gaze tracking can be used as a method to determine a specific Volume of Interest (VOI). However, gaze tracking has heretofore been under-utilized as a means of interaction and control in 3D space. This research aims to determine a practical volume of interest in which an individual's eyes are focused by combining past methods in order to achieve greater effectiveness. The proposed method makes use of eye vergence as a useful depth discriminant to generate a tool for improved robot path planning. This research investigates the accuracy of the Vector Intersection (VI) model when applied to a usably large workspace volume. A neural network is also used in tandem with the VI model to create a combined model. The output of the combined model is a VOI that can be used as an aid in a number of applications including robot path planning, entertainment, ubiquitous computing, and others. © 2015 The Authors","Eye tracking; Gaze; Human-Robot Interaction; Neural networks",,Article,"Final","",Scopus,2-s2.0-85010022023
"Cai L., Xiong C., Huang L., Liu C.","57203145670;56097664100;56566995800;9637739900;","A novel face spoofing detection method based on gaze estimation",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9005",,,"547","561",,5,"10.1007/978-3-319-16811-1_36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983646541&doi=10.1007%2f978-3-319-16811-1_36&partnerID=40&md5=88e803a6f817cf79dea1689c2b3f93ad","Institute of Automation, Chinese Academy of Sciences, Beijing, China","Cai, L., Institute of Automation, Chinese Academy of Sciences, Beijing, China; Xiong, C., Institute of Automation, Chinese Academy of Sciences, Beijing, China; Huang, L., Institute of Automation, Chinese Academy of Sciences, Beijing, China; Liu, C., Institute of Automation, Chinese Academy of Sciences, Beijing, China","Since gaze is a kind of behavioral biometrics which is difficult to be detected by the surveillance due to the ambiguity of visual attention process, it can be used as a clue for anti-spoofing. This work provides the first investigation in research literature on the use of gaze estimation for face spoofing detection. Firstly, a gaze estimation model mapping the gaze feature to gaze position is established for tracking user’s gaze trajectory. Secondly, gaze histogram is obtained by quantifying and encoding the gaze trajectory. Finally, information entropy on gaze histogram suggests the uncertainty level of user’s gaze movement and estimates the liveness of the user. Our basic assumption is that the gaze trajectory of genuine access has higher uncertainty level than that of attack. Therefore, the greater the entropy, the more probable the user is genuine. Experimental results show that the proposed method obtains competitive performance in distinguishing attacks from genuine access. © Springer International Publishing Switzerland 2015.",,"Behavioral research; Computer vision; Graphic methods; Trajectories; Uncertainty analysis; Behavioral biometrics; Competitive performance; Distinguishing attacks; Face spoofing detections; Gaze estimation; Gaze movements; Information entropy; Visual Attention; Face recognition",Conference Paper,"Final","",Scopus,2-s2.0-84983646541
"Siboska D., Karstoft H.","56203521000;36771565700;","Using illumination changes to synchronize eye tracking in visual paradigms",2015,"Communications in Computer and Information Science","511",,,"289","298",,,"10.1007/978-3-319-26129-4_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955269701&doi=10.1007%2f978-3-319-26129-4_19&partnerID=40&md5=6de1f9099470b990173b53e7262ef50b","Department of Engineering, Aarhus University, Aarhus, Denmark","Siboska, D., Department of Engineering, Aarhus University, Aarhus, Denmark; Karstoft, H., Department of Engineering, Aarhus University, Aarhus, Denmark","This paper presents a novel method for synchronizing the recording of a subject’s gaze from an eye tracker (ET) to the display of visual stimuli. The method consists of embedding a signal used as a common time base in a small area of the visual stimuli, measuring this signal with an optical detector attached to the presentation screen, and modulating the global illumination used by the eye tracker synchronously to this measured signal. The timing signal generated with this method can be used to synchronize other data sources, such as electroencephalography (EEG) to the presentation of the visual stimuli as well. The prototype system where this method was implemented achieved a single sample of jitter for both the EEG and ET data. © Springer International Publishing Switzerland 2015.","Electroencephalography; Eye tracking; Gaze estimation; Synchronization","Biomedical engineering; Electrophysiology; Synchronization; Eye-tracking; Gaze estimation; Global illumination; Illumination changes; Measured signals; Optical detectors; Prototype system; Visual stimulus; Electroencephalography",Conference Paper,"Final","",Scopus,2-s2.0-84955269701
"Yu S., Ou W., You X., Jiang X., Zhu Y., Mou Y., Guo W., Tang Y., Chen C.L.P.","56438265200;55613280300;8937550100;36617431100;56911222500;23392939100;57015921500;7404591899;47861886300;","Webcam-based visual gaze estimation under desktop environment",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9490",,,"457","466",,,"10.1007/978-3-319-26535-3_52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951792369&doi=10.1007%2f978-3-319-26535-3_52&partnerID=40&md5=367d9dbdb01358823c27e4b4033a07bc","Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, United States; School of Mathematics and Computer Science, Guizhou Normal University, Guiyang, Guizhou, China; School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, Hubei, China; Research Institute of Huazhong, University of Science and Technology in Shenzhen, Shenzhen, Guangdong, China; University of Macau, Macau, Macau","Yu, S., Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, United States; Ou, W., School of Mathematics and Computer Science, Guizhou Normal University, Guiyang, Guizhou, China; You, X., School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, Hubei, China, Research Institute of Huazhong, University of Science and Technology in Shenzhen, Shenzhen, Guangdong, China; Jiang, X., School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, Hubei, China; Zhu, Y., Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, United States; Mou, Y., School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, Hubei, China; Guo, W., School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, Hubei, China; Tang, Y., School of Electronic Information and Communications, Huazhong University of Science and Technology, Wuhan, Hubei, China, University of Macau, Macau, Macau; Chen, C.L.P., University of Macau, Macau, Macau","Image-based visual gaze estimation has been widely used in various scientific and application-oriented disciplines. However, the high cost and tedious calibration procedure impede its generalization in real scenarios. In this paper, we develop a low cost yet effective webcam based visual gaze estimation system. Different from previous works, we aim at minimizing the system cost, and at the same time, making the system more flexible and feasible to users. More specifically, only a single ordinary webcam is used in our system. Meanwhile, we also proposed a novel calibration mechanism which takes account binocular feature vectors simultaneously, and uses only four visual target points. We compare our system with the state of the art webcam based visual gaze estimation methods. Experimental results demonstrate that our system can achieve satisfactory performance without the requirements of dedicated hardware or tedious calibration procedure. © Springer International Publishing Switzerland 2015.","Binocular calibration; Desktop environment; Flexible; Low cost; Ordinary webcam; Visual gaze estimation","Binoculars; Calibration; Binocular calibrations; Desktop environment; Flexible; Gaze estimation; Low costs; Ordinary webcam; Cost estimating",Conference Paper,"Final","",Scopus,2-s2.0-84951792369
"Cai L., Huang L., Liu C.","57203145670;56566995800;9637739900;","Person-specific face spoofing detection for replay attack based on gaze estimation",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9428",,,"201","211",,4,"10.1007/978-3-319-25417-3_25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950283760&doi=10.1007%2f978-3-319-25417-3_25&partnerID=40&md5=06e92556410ffe5e4e7326832250e60d","Institute of Automation Chinese Academy of Sciences, Beijing, China","Cai, L., Institute of Automation Chinese Academy of Sciences, Beijing, China; Huang, L., Institute of Automation Chinese Academy of Sciences, Beijing, China; Liu, C., Institute of Automation Chinese Academy of Sciences, Beijing, China","Based on gaze estimation, we propose an effective person-specific spoofing detection method to counter replay attack using a noninvasive challenge and response technique. The points on the computer screen create the challenge, and the gaze positions of the user as they look at the computer screen form the response. Firstly, face identification is conducted to recognize identity. Secondly, gaze estimation model is trained for each subject by adaptive linear regression with incremental learning and used to predict gaze positions when user is looking at the computer screen. Finally, difference between predicted gaze positions and system point locations is used as fake score to evaluate the liveness of user. Our basic assumption is that a genuine access can be attacked by salient objects and follow them. Therefore, the lower the fake score is, the more probable the user is genuine. Experimental results show that proposed method obtains competitive performance in distinguishing replay attacks from genuine accesses. © Springer International Publishing Switzerland 2015.","Face spoofing detection; Gaze estimation; Incremental learning; Replay attack","Biometrics; Challenge and response; Competitive performance; Detection methods; Face identification; Face spoofing detections; Gaze estimation; Incremental learning; Replay attack; Face recognition",Conference Paper,"Final","",Scopus,2-s2.0-84950283760
"Cazzato D., Leo M., Evangelista A., Distante C.","55866556300;7006471658;56967728900;55884135100;","Soft biometrics by modeling temporal series of gaze cues extracted in the wild",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9386",,,"391","402",,3,"10.1007/978-3-319-25903-1_34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949257848&doi=10.1007%2f978-3-319-25903-1_34&partnerID=40&md5=07ed490a2ec87c23b48ea2b660368611","National Research Council of Italy - Institute of Optics, Arnesano, LE, Italy; University of Salento, Lecce, Italy","Cazzato, D., University of Salento, Lecce, Italy; Leo, M., National Research Council of Italy - Institute of Optics, Arnesano, LE, Italy; Evangelista, A., University of Salento, Lecce, Italy; Distante, C., National Research Council of Italy - Institute of Optics, Arnesano, LE, Italy","Soft biometric systems have spread among recent years, both for powering classical biometrics, as well as stand alone solutions with several application scopes ranging from digital signage to human-robot interaction. Among all, in the recent years emerged the possibility to consider as a soft biometrics also the temporal evolution of the human gaze and some recent works in the literature explored this exciting research line by using expensive and (perhaps) unsafe devices which, moreover, require user cooperation to be calibrated. By our knowledge the use of a low-cost, non-invasive, safe and calibration-free gaze estimator to get soft-biometrics data has not been investigated yet. This paper fills this gap by analyzing the soft-biometrics performances obtained by modeling the series of gaze estimated by exploiting the combination of head poses and eyes’ pupil locations on data acquired by an off-the-shelf RGB-D device. ©Springer International Publishing Switzerland 2015.",,"Calibration; Human robot interaction; Robots; Calibration free; Digital signage; Head pose; Pupil locations; Soft biometrics; Stand -alone; Temporal evolution; User cooperation; Biometrics",Book Chapter,"Final","",Scopus,2-s2.0-84949257848
"He Q., Hong X., Chai X., Holappa J., Zhao G., Chen X., Pietikäinen M.","56405868000;35179692900;7006781144;56024842600;47661917700;8284171300;7006291661;","OMEG: Oulu multi-pose eye gaze dataset",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9127",,,"418","427",,9,"10.1007/978-3-319-19665-7_35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947916886&doi=10.1007%2f978-3-319-19665-7_35&partnerID=40&md5=f7d410f10b608b934049b7f8ee271c64","Department of Computer Science and Engineering, University of Oulu, Oulu, Finland; Key Lab of Intelligent Information Processing of the Chinese Academy of Sciences, The Institute of Computing Technology of the Chinese Academy of Sciences, Beijing, China","He, Q., Department of Computer Science and Engineering, University of Oulu, Oulu, Finland; Hong, X., Department of Computer Science and Engineering, University of Oulu, Oulu, Finland; Chai, X., Key Lab of Intelligent Information Processing of the Chinese Academy of Sciences, The Institute of Computing Technology of the Chinese Academy of Sciences, Beijing, China; Holappa, J., Department of Computer Science and Engineering, University of Oulu, Oulu, Finland; Zhao, G., Department of Computer Science and Engineering, University of Oulu, Oulu, Finland; Chen, X., Department of Computer Science and Engineering, University of Oulu, Oulu, Finland, Key Lab of Intelligent Information Processing of the Chinese Academy of Sciences, The Institute of Computing Technology of the Chinese Academy of Sciences, Beijing, China; Pietikäinen, M., Department of Computer Science and Engineering, University of Oulu, Oulu, Finland","Data is in a very important position for pattern recognition tasks including eye gaze estimation. In the literature, most researchers used normal face datasets, which are not specifically designed for eye gaze estimation. As a result, it is difficult to obtain fine labeled eye gaze direction. Therefore large datasets with well-defined gaze directions are desired. To facilitate related researches, we collect and establish the Oulu Multi-pose Eye Gaze Dataset. Inspired by the psychological observation that gaze direction is intrinsically linked with the head orientation, we are devoted to a new data set of eye gaze images captured under multiple head poses. It finally results in a dataset containing over 40K images from 50 subjects, who were asked to fixate on 10 special points on screen under different poses respectively. We investigate a new eye gaze estimation approach by using the IGO based description, and compare it with other popular eye gaze estimation approaches to provide the baseline results on our dataset. © Springer International Publishing Switzerland 2015.","Dataset; Eye gaze; Head pose","Face recognition; Pattern recognition; Baseline results; Dataset; Eye-gaze; Gaze direction; Head pose; Large datasets; Multi-pose; Special points; Image analysis",Conference Paper,"Final","",Scopus,2-s2.0-84947916886
[无可用作者姓名],[无可用的作者 ID],"2015 11th IEEE International Conference and Workshops on Automatic Face and Gesture Recognition, FG 2015",2015,"2015 11th IEEE International Conference and Workshops on Automatic Face and Gesture Recognition, FG 2015",,,,"","",619,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944916539&partnerID=40&md5=3ae895454a8f6bb36ca8fac2cb35eeea",,"","The proceedings contain 95 papers. The topics discussed include: expression robust 3D face recognition by matching multi-component local shape descriptors on the nasal and adjoining cheek regions; leveraging geometry and appearance cues for recognizing family photos; realistic inverse lighting from a single 2D image of a face, taken under unknown and complex lighting; detecting bids for eye contact using a wearable camera; hierarchical hybrid statistic based video binary code and its application to face retrieval in TV-series; age estimation via unsupervised neural networks; three-dimensional head pose estimation in-the-wild; block-wise constrained sparse graph for face image representation; fully automated facial picture evaluation using high level attributes; sparse low-rank fusion based deep features for missing modality face recognition; robust gaze estimation based on adaptive fusion of multiple cameras; and face recognition under pose variation with active shape model to adjust Gabor filter kernels and to correct feature extraction location.",,"Cameras; Filters; Geometry; Image Analysis; Pattern Recognition; Three Dimensional Design",Conference Review,"Final","",Scopus,2-s2.0-84944916539
"Hong I., Shin D., Kim Y., Bong K., Park S., Lee K., Yoo H.-J.","52663471300;56110138000;55659695300;55658301500;55659692300;56469959700;7201373390;","A keypoint-level parallel pipelined object recognition processor with gaze activation image sensor for mobile smart glasses system",2015,"IEEE Symposium on Low-Power and High-Speed Chips, COOL Chips XVIII - Proceedings",,,"7158531","","",,,"10.1109/CoolChips.2015.7158531","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943279428&doi=10.1109%2fCoolChips.2015.7158531&partnerID=40&md5=3291ef90946ca76917d76fdfc2a91100","Department of Electrical Engineering, Korea Advanced Institute of Science and Technology (KAIST), 373-1, Guseong-dong, Yuseong-gu, Daejeon, 305-701, South Korea","Hong, I., Department of Electrical Engineering, Korea Advanced Institute of Science and Technology (KAIST), 373-1, Guseong-dong, Yuseong-gu, Daejeon, 305-701, South Korea; Shin, D., Department of Electrical Engineering, Korea Advanced Institute of Science and Technology (KAIST), 373-1, Guseong-dong, Yuseong-gu, Daejeon, 305-701, South Korea; Kim, Y., Department of Electrical Engineering, Korea Advanced Institute of Science and Technology (KAIST), 373-1, Guseong-dong, Yuseong-gu, Daejeon, 305-701, South Korea; Bong, K., Department of Electrical Engineering, Korea Advanced Institute of Science and Technology (KAIST), 373-1, Guseong-dong, Yuseong-gu, Daejeon, 305-701, South Korea; Park, S., Department of Electrical Engineering, Korea Advanced Institute of Science and Technology (KAIST), 373-1, Guseong-dong, Yuseong-gu, Daejeon, 305-701, South Korea; Lee, K., Department of Electrical Engineering, Korea Advanced Institute of Science and Technology (KAIST), 373-1, Guseong-dong, Yuseong-gu, Daejeon, 305-701, South Korea; Yoo, H.-J., Department of Electrical Engineering, Korea Advanced Institute of Science and Technology (KAIST), 373-1, Guseong-dong, Yuseong-gu, Daejeon, 305-701, South Korea","In this paper, a low-power real-time gaze-activated object recognition processor is proposed for a battery-powered smart glasses system. For high energy efficiency, we propose keypoint-level pipelined architecture to increase the hardware utilziation which results in significant power reduction of the real-time recognition processor. In addition, low-power gaze-activation image sensor with mixed-mode architecture is proposed for the glass user's gaze estimation. Therefore, only the small image region where the glasses user is seeing needs to be processed by the recognition processor leading to further power reduction. As a result, the proposed object recognition processor shows 30fps real-time performance only with 75mW power consumption, which is 3.5x and 4.4x smaller power than the state-of-the-art works. © 2015 IEEE.","gaze estimation; heterogeneous multi-core; keypoint-level pipeline; smart glasses","Chemical activation; Energy efficiency; Glass; Image processing; Image sensors; Object recognition; Gaze estimation; Heterogeneous Multi-Cores; High energy efficiency; Keypoint; Pipelined architecture; Real time performance; Real time recognition; Smart glass; Pipeline processing systems",Conference Paper,"Final","",Scopus,2-s2.0-84943279428
"Mohapatra S.S., Kinage K.","56890494900;36600595000;","Iris tracking using a single web-cam without IR illumination",2015,"Proceedings - 1st International Conference on Computing, Communication, Control and Automation, ICCUBEA 2015",,,"7155939","706","711",,4,"10.1109/ICCUBEA.2015.144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943272444&doi=10.1109%2fICCUBEA.2015.144&partnerID=40&md5=a68f941881b1584305e9f57f8ce2d65a","MIT College of Engineering, Pune, India","Mohapatra, S.S., MIT College of Engineering, Pune, India; Kinage, K., MIT College of Engineering, Pune, India","Iris Tracking is the process of determining the point of gaze or the motion of an eye. In today's era, the combination of Iris Tracking and gaze estimation shows a person's interest. In this paper, we have focused on a single-camera-based gaze estimation algorithm. The paper also describes the implementation of both iris and movement of cursor according to iris position which can be used and detected for gaze estimation in order to improve accuracy without using IR Illumination or any sensor camera. The system works at different distraction conditions, as the normalized error rate is minimal. © 2015 IEEE.","Behavioral biometrics; Gaze estimation; Human-device interaction; Iris tracking","Computer programming; Behavioral biometrics; Gaze estimation; Human-device interaction; Iris tracking; Normalized errors; Point of gaze; Single cameras; WebCams; Cameras",Conference Paper,"Final","",Scopus,2-s2.0-84943272444
"Skodras E., Kanas V.G., Fakotakis N.","47062010600;54682057400;7003320511;","On visual gaze tracking based on a single low cost camera",2015,"Signal Processing: Image Communication","36",,"14968","29","42",,17,"10.1016/j.image.2015.05.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939216557&doi=10.1016%2fj.image.2015.05.007&partnerID=40&md5=eca82fd0577057ce9723dcca6a3a1a36","Department of Electrical and Computer Engineering, University of Patras, Patras, Greece","Skodras, E., Department of Electrical and Computer Engineering, University of Patras, Patras, Greece; Kanas, V.G., Department of Electrical and Computer Engineering, University of Patras, Patras, Greece; Fakotakis, N., Department of Electrical and Computer Engineering, University of Patras, Patras, Greece","Abstract Gaze tracking technologies provide an unconventional way of human-computer interaction, envisaged to advance practical applications and industrial products in a multitude of fields. The success of such systems depends on selecting the best calibration setup and image features that correspond to a person's line of sight. The purpose of this study is to estimate eye gaze from a single, low cost web-cam, under natural lighting. Facial traits are extracted from the sensory data, from which distance vectors related to gaze are derived. Different experimental setups are studied to evaluate the robustness of the proposed method with respect to various calibration setups, camera position and head movements. The use of new additional features improves the modeling of the subtle eye movements in the vertical direction, while a new calibration setup is proposed that further enhances the performance. The results demonstrate that the proposed framework is able to track gaze with good accuracy, consolidating the use of inexpensive equipment and techniques towards an ever-expanding range of gaze tracking applications. © 2015 Elsevier B.V.","Eye tracking; Gaze estimation; Gaze tracker; HCI; Human computer interaction","Calibration; Cameras; Cost benefit analysis; Eye movements; Tracking (position); Camera positions; Eye-tracking; Gaze estimation; Gaze tracker; Industrial product; Inexpensive equipment; Natural lighting; Vertical direction; Human computer interaction",Article,"Final","",Scopus,2-s2.0-84939216557
"Ferhat O., Llanza A., Vilariño F.","56095267500;56728892900;6508105875;","A feature-based gaze estimation algorithm for natural light scenarios",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9117",,,"569","576",,3,"10.1007/978-3-319-19390-8_64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937510851&doi=10.1007%2f978-3-319-19390-8_64&partnerID=40&md5=d31c57a384ffef7b9ea32e8bace83782","Universitat Autònoma de Barcelona, Bellaterra, Spain; Computer Vision Center, Bellaterra, Spain","Ferhat, O., Universitat Autònoma de Barcelona, Bellaterra, Spain, Computer Vision Center, Bellaterra, Spain; Llanza, A., Universitat Autònoma de Barcelona, Bellaterra, Spain, Computer Vision Center, Bellaterra, Spain; Vilariño, F., Universitat Autònoma de Barcelona, Bellaterra, Spain, Computer Vision Center, Bellaterra, Spain","We present an eye tracking system that works with regular webcams. We base our work on open source CVC Eye Tracker [7] and we propose a number of improvements and a novel gaze estimation method. The new method uses features extracted from iris segmentation and it does not fall into the traditional categorization of appearance– based/model–based methods. Our experiments show that our approach reduces the gaze estimation errors by 34% in the horizontal direction and by 12% in the vertical direction compared to the baseline system. © Springer International Publishing Switzerland 2015.","Eye tracking; Gaze estimation; Natural light; Webcam","Algorithms; Image analysis; Baseline systems; Eye tracking systems; Eye-tracking; Gaze estimation; Iris segmentation; Natural light; Vertical direction; Webcam; Pattern recognition",Conference Paper,"Final","",Scopus,2-s2.0-84937510851
